study_id,ref,BNF_or_Denit,data_type,number_sites,latitude_decimal,longitude_decimal,biome_manuscript,Biome_rough,Extracted_Terraclimate_ppt_2000_2020,Extracted_Terraclimate_mat_2000_2020,Extracted_Terraclimate_aet_2000_2020,Extracted_SoilGrids_pH,Extracted_SoilGrids_organiccarbon,Extracted_SoilGrids_nitrogen,Extracted_soil_total_phosphorus,Extracted_FluxCom_NEE_2001_2015,Extracted_FluxCom_GPP_2001_2015,Extracted_NPP_MODIS,Extracted_N_Dep,Extracted_DtB,Extracted_Elevation,Extracted_Roughness,Extracted_Slope,Extracted_Seasonality,Extracted_modelBNF,Extracted_modelNloss
27,"Yan, J., W. Zhang, K. Wang, F. Qin, W. Wang, H. Dai, and P. Li. 2014. Responses of CO2, N2O and CH4 fluxes between atmosphere and forest soil to changes in multiple environmental conditions. GLOBAL CHANGE BIOLOGY 20:300–312.",Denitrification,lab flux,1,23.15,112.52,evergreen broadleaf tropical forests,EBF,1762.619019,22.03648758,1038.571411,50,441,436,568.663208,-0.833088398,5.418343544,1.243199944,,410,185,140.5,12.27000809,66.63771057,4.595430374,5.257109165
28,"BOWDEN, W., W. MCDOWELL, C. ASBURY, and A. FINLEY. 1992. RIPARIAN NITROGEN DYNAMICS IN 2-GEOMORPHOLOGICALLY DISTINCT TROPICAL RAIN-FOREST WATERSHEDS - NITROUS-OXIDE FLUXES. BIOGEOCHEMISTRY 18:77–99.",Denitrification,field flux,1,18.28,-65.78,evergreen broadleaf tropical forests,EBF,2388.133301,21.52349091,1236.338135,49,825,612,469.2328796,-1.317179084,7.512785912,1.575500011,214.8999939,581,677,72,5.996174335,25.64445496,,
29,"Coolman, R., and W. Robarge. 1995. Sampling nitrous oxide emissions from humid tropical ecosystems. JOURNAL OF BIOGEOGRAPHY 22:381–391.",Denitrification,lab flux,1,-2.5,-60.02,evergreen broadleaf tropical forests,EBF,2362.833252,27.18428421,1068.376221,42,315,229,253.6370697,-1.438665628,6.568924427,1.101300001,287.1000061,983,78,19.5,1.200565338,40.22331619,3.142755747,2.938362122
30,"Majeed, M., E. Miambi, I. Barois, M. Bernoux, and A. Brauman. 2018. Characterization of N2O emissions and associated microbial communities from the ant mounds in soils of a humid tropical rainforest. FOLIA MICROBIOLOGICA 63:381–389.",Denitrification,lab flux,1,19.5,96.93,evergreen broadleaf tropical forests,Savannas,1274.909546,20.60468292,931.4619141,57,272,253,381.2368164,-0.554050207,3.299230814,1.154000044,1815.589966,2546,1343.5,91.5,7.073060036,84.21606445,1.695649981,1.920918107
31,"Castaldi, S., A. de Grandcourt, A. Rasile, U. Skiba, and R. Valentini. 2010. CO2, CH4 and N2O fluxes from soil of a burned grassland in Central Africa. BIOGEOSCIENCES 7:3459–3471.",Denitrification,field flux,1,-4.29,11.66,grassland tropical C4,Savannas,1549.209473,26.2967453,946.9238281,54,235,186,419.8718872,-0.144939855,3.191434383,0.474099994,486.3200073,17252,92,18.5,1.551985502,80.57727814,,
33,"ROBERTSON, G., and J. TIEDJE. 1988. DEFORESTATION ALTERS DENITRIFICATION IN A LOWLAND TROPICAL RAIN-FOREST. NATURE 336:756–759.",Denitrification,lab flux,1,10.43,-84.01,evergreen broadleaf tropical forests,EBF,3560.090576,26.46051598,1409.833374,50,469,602,878.6196899,-0.930319846,6.979044437,1.36619997,231.3200073,2928,64.5,19,0.922875762,39.28664017,,
33,"ROBERTSON, G., and J. TIEDJE. 1988. DEFORESTATION ALTERS DENITRIFICATION IN A LOWLAND TROPICAL RAIN-FOREST. NATURE 336:756–759.",Denitrification,lab flux,1,10.43,-84.01,evergreen broadleaf tropical forests,EBF,3560.090576,26.46051598,1409.833374,50,469,602,878.6196899,-0.930319846,6.979044437,1.36619997,231.3200073,2928,64.5,19,0.922875762,39.28664017,,
34,"Cattânio, J. H., E. A. Davidson, D. C. Nepstad, L. V. Verchot, and I. L. Ackerman. 2002. Unexpected results of a pilot throughfall exclusion experiment on soil emissions of CO2, CH4, N2O, and NO in eastern Amazonia. Biology and Fertility of Soils 36:102–108.",Denitrification,field flux,1,-2.98,-47.52,evergreen broadleaf tropical forests,EBF,2212.128418,26.60202408,1124.385742,47,282,227,309.7329407,-0.516342223,4.60855484,0.772800028,1255.550049,6215,136.5,11.5,0.969343483,75.48887634,4.0351758,3.387189627
35,"Almaraz, M., P. Groffman, and S. Porder. 2019. Effects of Changes in Nitrogen Availability on Nitrogen Gas Emissions in a Tropical Forest During a Drought. JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES 124:2917–2926.",Denitrification,lab flux,1,18.31,-65.75,evergreen broadleaf tropical forests,EBF,2462.638184,22.64632988,1291.890503,50,568,529,469.2328796,-1.317179084,7.512785912,1.578500032,214.8999939,494,371,159,14.07960606,25.69126129,,
36,"RONDON, A., C. JOHANSSON, and E. SANHUEZA. 1993. EMISSION OF NITRIC-OXIDE FROM SOILS AND TERMITE NESTS IN A TRACHYPOGON SAVANNA OF THE ORINOCO BASIN. JOURNAL OF ATMOSPHERIC CHEMISTRY 17:293–306.",Denitrification,field flux,2,8.93,-67.42,tropical savanna,Savannas,1280.319092,28.55825424,1114.942871,60,306,169,472.5464783,-1.00702095,4.513934135,,2029.459961,10739,107.5,5.5,0.432751656,91.51327515,3.30444169,1.993729949
37,"Veldkamp, E., M. Keller, and M. Nunez. 1998. Effects of pasture management on N2O and NO emissions from soils in the humid tropics of Costa Rica. GLOBAL BIOGEOCHEMICAL CYCLES 12:71–79.",Denitrification,field flux,1,10.03,-84.92,grassland tropical C4,Grassland,,,,,,,768.6063232,,,,231.3200073,,0,0,0,,,
38,"Ha, T., M. Maeda, T. Fujiwara, H. Nagare, and S. Akao. 2015. Effects of soil type and nitrate concentration on denitrification products (N2O and N-2) under flooded conditions in laboratory microcosms. SOIL SCIENCE AND PLANT NUTRITION 61:999–1004.",Denitrification,lab flux,1,16.56,107.609722,Mangrove,Permanent Wetlands,157.1142883,30.47983932,149.2714233,80,59,68,327.7235718,,,,1577.02002,,0,1,0.04375184,,0.016074916,0.01533312
39,"Tang, W., D. Chen, O. Phillips, X. Liu, Z. Zhou, Y. Li, D. Xi, F. Zhu, J. Fang, L. Zhang, M. Lin, J. Wu, and Y. Fang. 2018. Effects of long-term increased N deposition on tropical montane forest soil N-2 and N2O emissions. SOIL BIOLOGY & BIOCHEMISTRY 126:194–203.",Denitrification,field flux,1,18.72,108.88,evergreen broadleaf tropical forests,EBF,1620.071411,20.86061478,998.6190186,51,677,389,422.5808411,-1.049892664,6.8834095,1.345399976,2710.689941,3392,1130.5,135.5,10.37569523,76.23284149,,
39,"Tang, W., D. Chen, O. Phillips, X. Liu, Z. Zhou, Y. Li, D. Xi, F. Zhu, J. Fang, L. Zhang, M. Lin, J. Wu, and Y. Fang. 2018. Effects of long-term increased N deposition on tropical montane forest soil N-2 and N2O emissions. SOIL BIOLOGY & BIOCHEMISTRY 126:194–203.",Denitrification,field flux,1,18.72,108.88,evergreen broadleaf tropical forests,EBF,1620.071411,20.86061478,998.6190186,51,677,389,422.5808411,-1.049892664,6.8834095,1.345399976,2710.689941,3392,1130.5,135.5,10.37569523,76.23284149,,
40,"Silver, W., D. Herman, and M. Firestone. 2001. Dissimilatory nitrate reduction to ammonium in upland tropical forest soils. ECOLOGY 82:2410–2416.",Denitrification,field flux,2,18.3,-65.83,evergreen broadleaf tropical forests,EBF,2363.276123,22.05672455,1278.742798,47,955,619,469.2328796,-1.317179084,7.512785912,1.638200045,214.8999939,1140,649,136,11.99687386,27.56150055,,
41,"Adame, M., N. Waltham, N. Iram, B. Farahani, C. Salinas, M. Burford, and M. Ronan. 2021. Denitrification within the sediments and epiphyton of tropical macrophyte stands. INLAND WATERS 11:257–266.",Denitrification,field flux,1,-18.04,145.98,wetland,Permanent Wetlands,2268.480957,24.26037598,1369.928589,51,742,244,425.132843,-0.749701083,4.370210171,1.562100053,184.5399933,4791,9,4,0.304494977,73.4855423,,
42,"Espenberg, M., M. Truu, U. Mander, K. Kasak, H. Nolvak, T. Ligi, K. Oopkaup, M. Maddison, and J. Truu. 2018. Differences in microbial community structure and nitrogen cycling in natural and drained tropical peatland soils. SCIENTIFIC REPORTS 8.",Denitrification,field flux,1,4.99,-52.45,wetland,Permanent Wetlands,2349.619141,26.19992065,1273.400024,49,626,478,456.3006287,-0.810390711,5.570723534,1.26820004,175.7799988,5579,9,6.5,0.51283145,49.85140991,,
42,"Espenberg, M., M. Truu, U. Mander, K. Kasak, H. Nolvak, T. Ligi, K. Oopkaup, M. Maddison, and J. Truu. 2018. Differences in microbial community structure and nitrogen cycling in natural and drained tropical peatland soils. SCIENTIFIC REPORTS 8.",Denitrification,field flux,1,5.16,-52.65,wetland,Permanent Wetlands,2520.609619,26.12631035,1266.233276,55,624,415,520.2285156,-1.134949446,6.864889145,,175.7799988,,6.5,2.5,0.171686023,51.58715439,,
43,"RIVERAMONROY, V., R. TWILLEY, R. BOUSTANY, J. DAY, F. VERAHERRERA, and M. RAMIREZ. 1995. DIRECT DENITRIFICATION IN MANGROVE SEDIMENTS IN TERMINOS LAGOON, MEXICO. MARINE ECOLOGY PROGRESS SERIES 126:97–109.",Denitrification,field flux,1,18.67,-91.5,mangrove,Permanent Wetlands,,,,,,,,,,,658.1199951,,0,0,0,,,
44,"Itoh, M., Y. Kosugi, S. Takanashi, S. Kanemitsu, K. Osaka, Y. Hayashi, M. Tani, and A. Nik. 2012. Effects of soil water status on the spatial variation of carbon dioxide, methane and nitrous oxide fluxes in tropical rain-forest soils in Peninsular Malaysia. JOURNAL OF TROPICAL ECOLOGY 28:557–570.",Denitrification,field flux,1,2.98,102.3,evergreen broadleaf tropical forests,EBF,2085.519043,27.43940544,1180.576172,49,455,349,513.0540161,-0.926077426,6.156702518,0.882000029,1664.079956,1599,123,16,1.128010273,30.50413513,,
45,"Quebbeman, A., D. Menge, J. Zimmerman, and M. Uriarte. 2022. Topography and Tree Species Improve Estimates of Spatial Variation in Soil Greenhouse Gas Fluxes in a Subtropical Forest. ECOSYSTEMS 25:648–660.",Denitrification,field flux,1,18.33,-65.82,evergreen broadleaf tropical forests,EBF,2363.276123,22.05672455,1278.742798,,,,469.2328796,-1.317179084,7.512785912,1.639400005,214.8999939,1823,247,110.5,10.21371651,28.18081474,,
46,"Serca, D., R. Delmas, X. Le Roux, D. Parsons, M. Scholes, L. Abbadie, R. Lensi, O. Ronce, and L. Labroue. 1998. Comparison of nitrogen monoxide emissions from several African tropical ecosystems and influence of season and fire. GLOBAL BIOGEOCHEMICAL CYCLES 12:637–651.",Denitrification,field flux,1,13.55,2.68,savanna,Grassland,477.0857239,29.82514,440.2809448,56,25,34,258.7848816,0.149608642,0.546913862,0,313.1000061,12977,218.5,5,0.422102243,139.6446075,2.476345778,1.988074064
46,"Serca, D., R. Delmas, X. Le Roux, D. Parsons, M. Scholes, L. Abbadie, R. Lensi, O. Ronce, and L. Labroue. 1998. Comparison of nitrogen monoxide emissions from several African tropical ecosystems and influence of season and fire. GLOBAL BIOGEOCHEMICAL CYCLES 12:637–651.",Denitrification,field flux,1,-4,15.5,savanna,Savannas,1705.281006,24.20380974,910.0714111,52,316,212,493.8188171,-0.547228396,4.651452541,0.60860002,712.1199951,3194,690.5,5,0.47623539,65.26026917,15.93034077,11.59282112
46,"Serca, D., R. Delmas, X. Le Roux, D. Parsons, M. Scholes, L. Abbadie, R. Lensi, O. Ronce, and L. Labroue. 1998. Comparison of nitrogen monoxide emissions from several African tropical ecosystems and influence of season and fire. GLOBAL BIOGEOCHEMICAL CYCLES 12:637–651.",Denitrification,field flux,1,6.22,-5.03,*savanna and forest?,Savannas,1202.238159,27.24561691,1051.671387,62,358,247,353.8822937,-0.746204794,5.150640488,1.178500056,1175.77002,12877,82.5,27,2.193061352,55.44247818,,
46,"Serca, D., R. Delmas, X. Le Roux, D. Parsons, M. Scholes, L. Abbadie, R. Lensi, O. Ronce, and L. Labroue. 1998. Comparison of nitrogen monoxide emissions from several African tropical ecosystems and influence of season and fire. GLOBAL BIOGEOCHEMICAL CYCLES 12:637–651.",Denitrification,field flux,1,-4.2,12.45,evergreen broadleaf tropical forests,EBF,1480.185669,24.26765823,851.8475952,48,406,228,354.6408691,-1.217516661,6.463427067,1.191400051,486.3200073,8341,525.5,126.5,10.88469505,81.65114594,,
47,"Makelele, I., M. Bauters, K. Verheyen, M. Barthel, J. Six, T. Rutting, S. Bode, L. Ntaboba, B. Bazirake, F. Bosela, F. Kimbesa, C. Ewango, and P. Boeckx. 2022. Conservative N cycling despite high atmospheric deposition in early successional African tropical lowland forests. PLANT AND SOIL 477:743–758.",Denitrification,lab flux,4,0.3,25.28,*semi-deciduous rainforest,EBF,1459.976196,25.58519745,1148.852417,47,319,251,498.0851135,-1.347298861,7.015991688,0.983900011,732.7700195,3227,423.5,18,0.997162044,30.22285843,7.55453968,7.522957325
47,"Makelele, I., M. Bauters, K. Verheyen, M. Barthel, J. Six, T. Rutting, S. Bode, L. Ntaboba, B. Bazirake, F. Bosela, F. Kimbesa, C. Ewango, and P. Boeckx. 2022. Conservative N cycling despite high atmospheric deposition in early successional African tropical lowland forests. PLANT AND SOIL 477:743–758.",Denitrification,lab flux,1,0.29,25.3,*semi-deciduous rainforest,EBF,1461.661865,25.53797531,1151.300049,46,306,251,498.0851135,-1.347298861,7.015991688,1.015900016,732.7700195,2534,464,8.5,0.728608847,29.866539,7.55453968,7.522957325
48,"Srikanthasamy, T., J. Leloup, A. N’Dri, S. Barot, J. Gervaix, A. Kone, K. Koffi, X. Le Roux, X. Raynaud, and J. Lata. 2018. Contrasting effects of grasses and trees on microbial N-cycling in an African humid savanna. SOIL BIOLOGY & BIOCHEMISTRY 117:153–163.",Denitrification,microbial,1,6.22,-5.33,savanna,Savannas,1243.880981,26.56879044,1071.480957,58,518,351,353.8822937,-0.773801029,5.306544304,0.790199995,1175.77002,13847,200.5,20,1.820277572,52.87902832,,
49,"Chinchilla-Soto, C., M. Alfaro, F. Bertsch, and A. Perez-Castillo. 2022. Contrasting Effects of Nitrogen and Labile Carbon Addition on N2O Emissions from Andosols in Costa Rica and Chile Under Controlled Conditions. JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION 22:3625–3635.",Denitrification,field flux,1,9.95,-83.83,grassland tropical C4,Grassland,3240.728516,15.50210381,1076.376221,56,1186,589,823.5606689,-1.02913487,5.275920391,1.053900003,231.3200073,2442,2445.5,158.5,13.91752815,63.3744545,,
50,"Majeed, M., E. Miambi, I. Barois, R. Randriamanantsoa, E. Blanchart, and A. Brauman. 2014. Contribution of white grubs (Scarabaeidae: Coleoptera) to N2O emissions from tropical soils. SOIL BIOLOGY & BIOCHEMISTRY 75:37–44.",Denitrification,lab flux,1,-19.78,47.1,unclear if evergreen or deciduos,DBF,1331.457153,16.93186569,855.4952393,55,375,249,629.4520264,-0.690232933,2.900315046,1.17990005,808.0300293,4183,1608.5,24.5,1.959319353,89.80284119,,
50,"Majeed, M., E. Miambi, I. Barois, R. Randriamanantsoa, E. Blanchart, and A. Brauman. 2014. Contribution of white grubs (Scarabaeidae: Coleoptera) to N2O emissions from tropical soils. SOIL BIOLOGY & BIOCHEMISTRY 75:37–44.",Denitrification,lab flux,1,19.6,-96.37,unclear if evergreen or deciduos,Permanent Wetlands,,,,,,,,,,,282.3599854,,0,0,0,,,
51,"Anderson, I., and M. Poth. 1998. Controls on fluxes of trace gases from Brazilian cerrado soils. JOURNAL OF ENVIRONMENTAL QUALITY 27:1117–1124.",Denitrification,field flux,1,-15.93,-47.85,evergreen broadleaf tropical forests,EBF,1475.528564,20.96635056,878.3428345,51,250,162,413.9776306,-0.749696732,2.978783369,1.031100035,1318.650024,4536,1160.5,6.5,0.572941184,78.92298126,15.02650928,8.596644402
52,"PARSONS, W., and M. KELLER. 1995. CONTROLS ON NITRIC-OXIDE EMISSIONS FROM TROPICAL PASTURE AND RAIN-FOREST SOILS. BIOLOGY AND FERTILITY OF SOILS 20:151–156.",Denitrification,lab flux,1,10.43,-84,evergreen broadleaf tropical forests,EBF,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,231.3200073,2512,50,15,1.231472015,38.5550766,,
53,"Garcia-Montiel, D., P. Steudler, M. Piccolo, J. Melillo, C. Neill, and C. Cerri. 2001. Controls on soil nitrogen oxide emissions from forest and pastures in the Brazilian Amazon. GLOBAL BIOGEOCHEMICAL CYCLES 15:1021–1030.",Denitrification,field flux,1,-10.5,-62.5,open moist tropical forest,Savannas,2060.695313,25.28527832,948.2571411,46,260,209,279.5707092,-1.05326128,5.229285717,0.898699999,619.5499878,2233,180.5,36,3.258407593,70.30213928,13.84524727,8.724762917
53,"Garcia-Montiel, D., P. Steudler, M. Piccolo, J. Melillo, C. Neill, and C. Cerri. 2001. Controls on soil nitrogen oxide emissions from forest and pastures in the Brazilian Amazon. GLOBAL BIOGEOCHEMICAL CYCLES 15:1021–1030.",Denitrification,field flux,1,-10.5,-62.5,grassland tropical C4,Savannas,2060.695313,25.28527832,948.2571411,46,260,209,279.5707092,-1.05326128,5.229285717,0.898699999,619.5499878,2233,180.5,36,3.258407593,70.30213928,13.84524727,8.724762917
54,"Matson, P., and P. Vitousek. 1987. CROSS-SYSTEM COMPARISONS OF SOIL NITROGEN TRANSFORMATIONS AND NITROUS OXIDE FLUX IN TROPICAL FOREST ECOSYSTEMS. GLOBAL BIOGEOCHEMICAL CYCLES 1:163â€“170.",Denitrification,field flux,1,19.421111,-155.286667,evergreen broadleaf tropical forests,EBF,1729.138062,16.53160667,864.2571411,57,403,400,,-0.636624277,4.380115509,0.244900003,57.52999878,2194,1224,107,8.017121315,58.8518486,,
54,"Matson, P., and P. Vitousek. 1987. CROSS-SYSTEM COMPARISONS OF SOIL NITROGEN TRANSFORMATIONS AND NITROUS OXIDE FLUX IN TROPICAL FOREST ECOSYSTEMS. GLOBAL BIOGEOCHEMICAL CYCLES 1:163â€“170.",Denitrification,field flux,3,-2.9621,-59.9318,evergreen broadleaf tropical forests,EBF,2290.828613,27.29007912,1041.300049,41,290,224,392.77771,-1.392880082,6.530097008,0.952600002,287.1000061,1394,113,38.5,2.65566349,47.12429428,3.062308788,2.716034174
54,"Matson, P., and P. Vitousek. 1987. CROSS-SYSTEM COMPARISONS OF SOIL NITROGEN TRANSFORMATIONS AND NITROUS OXIDE FLUX IN TROPICAL FOREST ECOSYSTEMS. GLOBAL BIOGEOCHEMICAL CYCLES 1:163–170.",Denitrification,field flux,2,10.43,-84,evergreen broadleaf tropical forests,EBF,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,231.3200073,2512,50,15,1.231472015,38.5550766,,
54,"Matson, P., and P. Vitousek. 1987. CROSS-SYSTEM COMPARISONS OF SOIL NITROGEN TRANSFORMATIONS AND NITROUS OXIDE FLUX IN TROPICAL FOREST ECOSYSTEMS. GLOBAL BIOGEOCHEMICAL CYCLES 1:163–170.",Denitrification,field flux,1,10.43,-84,evergreen broadleaf tropical forests,EBF,3560.090576,26.46051598,1409.833374,50,441,594,878.6196899,-0.930319846,6.979044437,1.37349999,231.3200073,2512,50,15,1.231472015,38.5550766,,
54,"Matson, P., and P. Vitousek. 1987. CROSS-SYSTEM COMPARISONS OF SOIL NITROGEN TRANSFORMATIONS AND NITROUS OXIDE FLUX IN TROPICAL FOREST ECOSYSTEMS. GLOBAL BIOGEOCHEMICAL CYCLES 1:163–170.",Denitrification,field flux,1,9.91,-83.68,**semi-deciduous rainforest,EBF,3002.695313,22.53353119,1285.504761,54,624,588,823.5606689,-0.837709129,6.241993427,,231.3200073,3416,642.5,21.5,2.164368153,37.37676239,,
54,"Matson, P., and P. Vitousek. 1987. CROSS-SYSTEM COMPARISONS OF SOIL NITROGEN TRANSFORMATIONS AND NITROUS OXIDE FLUX IN TROPICAL FOREST ECOSYSTEMS. GLOBAL BIOGEOCHEMICAL CYCLES 1:163â€“170.",Denitrification,field flux,1,19.479444,-155.602778,evergreen broadleaf tropical forests,EBF,670.833313,3.610654831,491.5428467,66,792,496,847.3583374,,,,57.52999878,4680,4125.5,154.5,6.653258324,37.14455795,,
55,"GREENLAND, D. 1962. DENITRIFICATION IN SOME TROPICAL SOILS. JOURNAL OF AGRICULTURAL SCIENCE 58:227-+.",Denitrification,lab flux,1,6.69,-1.65,semi-deciduous rainforest,EBF,1447.857178,26.7977581,1142.057129,,,,355.3215942,,,,1343.939941,44025,271,19.5,1.681814194,52.83651352,,
56,"Menyailo, O., B. Hungate, J. Lehmann, G. Gebauer, and W. Zech. 2003. Tree species of the central Amazon and soil moisture alter stable isotope composition of nitrogen and oxygen in nitrous oxide evolved from soil. ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES 39:41–52.",Denitrification,lab flux,1,-2.89,-59.97,deciduous broadleaf tropical forests,DBF,2298.147705,27.31412697,1044.038086,41,301,222,392.77771,-1.395746231,6.362985611,0.513800025,287.1000061,1416,99.5,23,1.274600267,46.26345062,3.062308788,2.716034174
57,"Butterbach-Bahl, K., M. Kock, G. Willibald, B. Hewett, S. Buhagiar, H. Papen, and R. Kiese. 2004. Temporal variations of fluxes of NO, NO2, N2O, CO2, and CH4 in a tropical rain forest ecosystem. GLOBAL BIOGEOCHEMICAL CYCLES 18.",Denitrification,field flux,1,-17.27,145.9,evergreen broadleaf tropical forests,EBF,3844.195313,23.07500076,1355.890503,50,812,383,469.621521,-1.451698899,7.185005665,2.107800007,104.4300003,2336,63.5,51,5.029825211,73.22104645,,
58,"Liptzin, D., W. Silver, and M. Detto. 2011. Temporal Dynamics in Soil Oxygen and Greenhouse Gases in Two Humid Tropical Forests. ECOSYSTEMS 14:171–182.",Denitrification,lab flux,1,18.3,-65.83,evergreen broadleaf tropical forests,EBF,2363.276123,22.05672455,1278.742798,47,955,619,469.2328796,-1.317179084,7.512785912,1.638200045,214.8999939,1140,649,136,11.99687386,27.56150055,,
59,"Diem, T., N. Morley, A. Quispe, L. Quispe, E. Baggs, P. Meir, M. Richards, P. Smith, and Y. Teh. 2017. Complex controls on nitrous oxide flux across a large-elevation gradient in the tropical Peruvian Andes. BIOGEOSCIENCES 14:5077–5097.",Denitrification,field flux,1,-13.12,-71.62,Montane grassland,Grassland,526.3713989,12.80261898,499.157135,62,697,443,674.6494141,-0.987361729,3.351862669,0.594699979,658.960022,3260,3668,136,12.41508675,74.96155548,2.593607903,1.378372192
59,"Diem, T., N. Morley, A. Quispe, L. Quispe, E. Baggs, P. Meir, M. Richards, P. Smith, and Y. Teh. 2017. Complex controls on nitrous oxide flux across a large-elevation gradient in the tropical Peruvian Andes. BIOGEOSCIENCES 14:5077–5097.",Denitrification,field flux,1,-12.9,-71.38,evergreen broadleaf tropical forests,EBF,3235.857178,24.04053497,1140.385742,54,776,454,428.9962463,-1.305629134,7.014345646,1.483899951,658.960022,2624,505.5,69.5,5.718201637,44.84145737,2.593607903,1.378372192
59,"Diem, T., N. Morley, A. Quispe, L. Quispe, E. Baggs, P. Meir, M. Richards, P. Smith, and Y. Teh. 2017. Complex controls on nitrous oxide flux across a large-elevation gradient in the tropical Peruvian Andes. BIOGEOSCIENCES 14:5077–5097.",Denitrification,field flux,2,-13.05,-71.54,evergreen broadleaf tropical forests,EBF,1963.390503,19.76009941,996.1428833,51,774,546,674.6494141,-1.089112401,5.894331932,1.902400017,658.960022,2055,1511,232,20.41527557,46.75115585,2.593607903,1.378372192
60,"Buessecker, S., A. Sarno, M. Reynolds, R. Chavan, J. Park, M. Ortiz, A. Perez-Castillo, G. Pisco, J. Urquiza-Munoz, L. Reis, J. Ferreira-Ferreira, J. Maia, K. Holbert, C. Penton, S. Hall, H. Gandhi, I. Boechat, B. Gucker, N. Ostrom, and H. Cadillo-Quiroz. 2022. Coupled abiotic-biotic cycling of nitrous oxide in tropical peatlands. NATURE ECOLOGY & EVOLUTION 6:1881-+.",Denitrification,field flux,1,11.04,-84.69,wetland,Permanent Wetlands,2630.490479,26.7863102,1365.300049,55,415,561,475.5282593,-0.373161048,4.446110249,0.606899977,231.3200073,2585,34,3,0.166378081,52.03359985,,
60,"Buessecker, S., A. Sarno, M. Reynolds, R. Chavan, J. Park, M. Ortiz, A. Perez-Castillo, G. Pisco, J. Urquiza-Munoz, L. Reis, J. Ferreira-Ferreira, J. Maia, K. Holbert, C. Penton, S. Hall, H. Gandhi, I. Boechat, B. Gucker, N. Ostrom, and H. Cadillo-Quiroz. 2022. Coupled abiotic-biotic cycling of nitrous oxide in tropical peatlands. NATURE ECOLOGY & EVOLUTION 6:1881-+.",Denitrification,field flux,1,-2.63,-64.59,wetland,Permanent Wetlands,3125.776123,27.41934586,1097.171387,40,476,333,498.8016357,-1.321703434,6.980937958,1.013700008,100.4899979,1152,63,4,0.245361567,21.7038784,2.696437359,2.735679626
60,"Buessecker, S., A. Sarno, M. Reynolds, R. Chavan, J. Park, M. Ortiz, A. Perez-Castillo, G. Pisco, J. Urquiza-Munoz, L. Reis, J. Ferreira-Ferreira, J. Maia, K. Holbert, C. Penton, S. Hall, H. Gandhi, I. Boechat, B. Gucker, N. Ostrom, and H. Cadillo-Quiroz. 2022. Coupled abiotic-biotic cycling of nitrous oxide in tropical peatlands. NATURE ECOLOGY & EVOLUTION 6:1881-+.",Denitrification,field flux,1,-4.06,-73.19,wetland,Permanent Wetlands,2955.347656,26.37718201,958.5714111,45,1462,307,463.6498718,-1.308306694,7.311630726,1.133399963,333.2999878,2210,106,5,0.403365672,23.91068077,4.233501911,4.291415215
60,"Buessecker, S., A. Sarno, M. Reynolds, R. Chavan, J. Park, M. Ortiz, A. Perez-Castillo, G. Pisco, J. Urquiza-Munoz, L. Reis, J. Ferreira-Ferreira, J. Maia, K. Holbert, C. Penton, S. Hall, H. Gandhi, I. Boechat, B. Gucker, N. Ostrom, and H. Cadillo-Quiroz. 2022. Coupled abiotic-biotic cycling of nitrous oxide in tropical peatlands. NATURE ECOLOGY & EVOLUTION 6:1881-+.",Denitrification,field flux,1,-12.47,-69.18,wetland,Permanent Wetlands,2116.023926,25.63049698,1081.552368,48,347,276,406.0457764,-1.383376241,7.09947443,1.142500043,336.4400024,2341,207.5,12,0.908339083,57.80713272,3.709439039,3.276299715
60,"Buessecker, S., A. Sarno, M. Reynolds, R. Chavan, J. Park, M. Ortiz, A. Perez-Castillo, G. Pisco, J. Urquiza-Munoz, L. Reis, J. Ferreira-Ferreira, J. Maia, K. Holbert, C. Penton, S. Hall, H. Gandhi, I. Boechat, B. Gucker, N. Ostrom, and H. Cadillo-Quiroz. 2022. Coupled abiotic-biotic cycling of nitrous oxide in tropical peatlands. NATURE ECOLOGY & EVOLUTION 6:1881-+.",Denitrification,field flux,1,-21.02,-44.09,wetland,Permanent Wetlands,1471.218994,19.52124977,876.5142822,54,259,228,493.6993408,-0.722801089,3.489431143,1.253299952,1922.599976,2179,1028.5,42.5,3.210089684,81.37762451,,
60,"Buessecker, S., A. Sarno, M. Reynolds, R. Chavan, J. Park, M. Ortiz, A. Perez-Castillo, G. Pisco, J. Urquiza-Munoz, L. Reis, J. Ferreira-Ferreira, J. Maia, K. Holbert, C. Penton, S. Hall, H. Gandhi, I. Boechat, B. Gucker, N. Ostrom, and H. Cadillo-Quiroz. 2022. Coupled abiotic-biotic cycling of nitrous oxide in tropical peatlands. NATURE ECOLOGY & EVOLUTION 6:1881-+.",Denitrification,field flux,1,9.62,-83.85,wetland,Permanent Wetlands,1911.485718,11.38372993,757.0476074,51,1349,505,823.5606689,-1.319457531,5.697678089,1.50059998,231.3200073,1625,3046,128.5,12.34314156,78.36898804,,
