OBJECTID,study_id,site_id,number_sites,latitude_decimal,longitude_decimal,biome_IGBP,Gridded_IGBP,Biome,Biome_rough,Extracted_IGBP_Biome,forest_type,mat_c,map_mm,elevation_asl_m,data_type,pub_year,ref,collected_by,notes,Field16,Biome_decription_from_paper,Extracted_USDA_soil_taxonomy_suborders,Extracted_Terraclimate_ppt_2000_2020,Extracted_Terraclimate_mat_2000_2020,Extracted_Terraclimate_aet_2000_2020,Extracted_SoilGrids_pH,Extracted_SoilGrids_organiccarbon,Extracted_SoilGrids_nitrogen,Extracted_soil_total_phosphorus,Extracted_FluxCom_NEE_2001_2015,Extracted_FluxCom_GPP_2001_2015,Extracted_NPP_MODIS,Extracted_IGBP_Biome,N_Dep1,DtB1,Elevation,Roughness,Slope,Extracted_Seasonality,ExtractBNF1,ExtractNloss1
82,54,54.3,1,19.479444,-155.602778,evergreen broadleaf tropical forests,Barren,EBF,EBF,16,Primary,16,4500,1200,field flux,1987,"Matson, P., and P. Vitousek. 1987. CROSS-SYSTEM COMPARISONS OF SOIL NITROGEN TRANSFORMATIONS AND NITROUS OXIDE FLUX IN TROPICAL FOREST ECOSYSTEMS. GLOBAL BIOGEOCHEMICAL CYCLES 1:163â€“170.",CF,Hawaii Volcanos National Park (Mauna Loa),,,84,670.833313,3.610654831,491.5428467,66,792,496,847.3583374,,,,16,57.52999878,4680,4125.5,154.5,6.653258324,37.14455795,,
86,55,55.2,1,6.69,-1.65,semi-deciduous rainforest,Urban and Built-up Lands,EBF,EBF,13,Secondary,ND,ND,ND,lab flux,1962,"GREENLAND, D. 1962. DENITRIFICATION IN SOME TROPICAL SOILS. JOURNAL OF AGRICULTURAL SCIENCE 58:227-+.",CF,,,semi-deciduous rainforest,62,1447.857178,26.7977581,1142.057129,,,,355.3215942,,,,13,1343.939941,44025,271,19.5,1.681814194,52.83651352,,
108,67,67.2,1,-8.77,-63.87,evergreen broadleaf tropical forests,Urban and Built-up Lands,EBF,EBF,13,ND,24.4-25.6,2090-2270,ND,field flux,2002,"Garcia-Montiel, D., J. Melillo, P. Steudler, C. Neill, B. Feigl, and C. Cerri. 2002. Relationship between N2O and CO2 emissions from the Amazon Basin. GEOPHYSICAL RESEARCH LETTERS 29.",FS,transition between closed forest and campo cerrado vegetation,,evergreen broadleaf tropical forests,34,2424.571533,26.65922546,998.1333618,,,,414.1360168,-0.201654568,3.476226568,,13,163.3699951,7175,87,2,0.097832069,54.72355652,3.585341454,3.049737215
127,77,77.1,2,8.98,-79.55,unclear deciduous or evergreen,Urban and Built-up Lands,EBF,EBF,13,Secondary,27,1700,30,field flux,2017,"Matson, A., M. Corre, K. Langs, and E. Veldkamp. 2017. Soil trace gas fluxes along orthogonal precipitation and soil fertility gradients in tropical lowland forests of Panama. BIOGEOSCIENCES 14:3509–3524.",CF,,,*deciduous broadleaf tropical forests,62,2187.604736,27.31646729,1221.266602,53,436,374,362.9138794,-0.388776183,4.729690075,,13,370.2799988,9587,15,18.5,1.326930523,89.1324234,,
155,92,92.1,1,-3.25,-59.97,evergreen broadleaf tropical forests,Permanent Wetlands,EBF,EBF,11,ND,ND,ND,ND,lab flux,2003,"Kreibich, H., J. Lehmann, G. Scheufele, and J. Kern. 2003. Nitrogen availability and leaching during the terrestrial phase in a varzea forest of the Central Amazon floodplain. BIOLOGY AND FERTILITY OF SOILS 39:62–64.",CF,*samples taken in a floodplain,,mangrove?wetland?*,98,2181.276123,27.65670776,1039.485718,,,,471.989502,,,,11,287.1000061,2493,25,2.5,0.190419883,51.40261459,3.062308788,2.716034174
187,110,110.1,1,-0.37,35.28,evergreen broadleaf tropical forest,Urban and Built-up Lands,EBF,EBF,13,Secondary,15.7-17.5,1800-1950,2500,lab flux,2017,"Arias-Navarro, C., E. Diaz-Pines, S. Klatt, P. Brandt, M. Rufino, K. Butterbach-Bahl, and L. Verchot. 2017. Spatial variability of soil N2O and CO2 fluxes in different topographic positions in a tropical montane forest in Kenya. JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES 122:514–527.",CF,,,*deciduous broadleaf tropical forests,82,1814.014282,18.49067497,1190.633301,54,512,388,640.6299438,-1.866158605,6.680109978,,13,1520.689941,6727,1974.5,44,4.221894264,38.12898636,,
232,141,141.1,1,5.83,-52.92,evergreen broadleaf tropical forest,Water Bodies,EBF,EBF,17,ND,25.7,3102,ND,field flux,2021,"Brechet, L., W. Daniel, C. Stahl, B. Burban, J. Goret, R. Salomon, and I. Janssens. 2021. Simultaneous tree stem and soil greenhouse gas (CO2, CH4, N2O) flux measurements: a novel design for continuous monitoring towards improving flux estimates and temporal resolution. NEW PHYTOLOGIST 230:2487–2500.",CF,,,evergreen broadleaf tropical forest,,,,,,,,,,,,17,175.7799988,,0,0,0,,,
276,172,172.1,1,18.5,-66.33,evergreen broadleaf tropical forest,Water Bodies,EBF,EBF,17,,18.5,4500,ND,field flux,2008,"Templer, P., W. Silver, J. Pett-Ridge, K. DeAngelis, and M. Firestone. 2008. PLANT AND MICROBIAL CONTROLS ON NITROGEN RETENTION AND LOSS IN A HUMID TROPICAL FOREST. ECOLOGY 89:3030–3040.",CF,,,"""lower montane wet forest""",,,,,,,,,,,,17,348,,0,0,0,,,
298,184,184.1,1,19.5,-155.47,evergreen broadleaf tropical forest,Barren,EBF,EBF,16,Primary,16,2500,1176,field flux,2003,"Hall, S., and P. Matson. 2003. Nutrient status of tropical rain forests influences soil N dynamics after N additions. ECOLOGICAL MONOGRAPHS 73:107–129.",CF,**coordinates found by googling the site,,evergreen broadleaf tropical forest,26,742.352356,8.175376892,572.4714355,64,580,420,645.1414185,,,,16,57.52999878,5236,2831,61.5,5.378846645,33.72851944,,
311,191,191.1,1,19.5,-155.47,evergreen broadleaf tropical forest,Barren,EBF,EBF,16,Primary,16,2500,1200,field flux,1999,"Hall, S., and P. Matson. 1999. Nitrogen oxide emissions after nitrogen additions in tropical forests. NATURE 400:152–155.",CF,**coordinates not listed in paper but known national parks (googled to get coordinates),,evergreen broadleaf tropical forest,26,742.352356,8.175376892,572.4714355,64,580,420,645.1414185,,,,16,57.52999878,5236,2831,61.5,5.378846645,33.72851944,,
404,244,244.1,1,-22.45,-42.99,"Montane atlantic cloud/rain forest ""Ombrophyla Densa Montana""",Urban and Built-up Lands,EBF,EBF,13,,17.6,2813,1000,field flux,2012,"Rodrigues, R., & de Mello, W. (2012). NITROUS OXIDE FLUXES IN MONTANE TROPICAL RAINFOREST SOIL IN SERRA DOS ORGAOS, RJ. QUIMICA NOVA, 35(8), 1549-U73.",KN,*gas samples in vials from field chambers,,"Montane atlantic cloud/rain forest ""Ombrophyla Densa Montana""",85,1801.276245,17.69261932,924.1381226,50,661,495,485.249939,-1.244387507,6.363751411,,13,2263.199951,1542,979.5,85,8.539987564,62.74740982,,
409,247,247.2,1,16.83,112.33,evergreen broadleaf tropical forests,Barren,EBF,EBF,16,ND,ND,ND,ND,field flux,2005,"Zhu RB, Sun LG, Zhao SP, Xie ZQ, Liu XD, Yin XB. Preliminary studies on nitrous oxide emissions from the ornithogenic soils on Xi-sha atoll, South China Sea. J Environ Sci (China). 2005;17(4):551-6",SL,*coordinates determined using google maps,,forest,,,,,,,,,,,,16,778.7199707,,0,3,0.1584391,,,
55,37,37.1,1,10.03,-84.92,grassland tropical C4,Water Bodies,Grassland,Grassland,17,,25.8,3962,100,field flux,1998,"Veldkamp, E., M. Keller, and M. Nunez. 1998. Effects of pasture management on N2O and NO emissions from soils in the humid tropics of Costa Rica. GLOBAL BIOGEOCHEMICAL CYCLES 12:71–79.",FS,,,grassland tropical C4,,,,,,,,768.6063232,,,,17,231.3200073,,0,0,0,,,
156,93,93.1,2,-22.8172,-47.0694,grassland tropical C4,Urban and Built-up Lands,Grassland,Grassland,13,pasture,23.4,1224,595,field flux,2022,"Cardoso, A., F. Alari, N. de Andrade, T. Nascimento, F. van Cleef, B. Alves, A. Ruggieri, and E. Malheiros. 2022. Nitrous oxide emissions in silvopastoral systems: Key driving variables and seasonality. AGRICULTURAL AND FOREST METEOROLOGY 316.",JVO,,,pasture,34,1334.838135,21.02579498,871.4428711,,,,520.0507813,-0.689460278,3.664802074,,13,,1657,606.5,16,1.443467379,68.53224945,,
313,192,192.1,1,-21.25,-48.3,grassland tropical C4,Urban and Built-up Lands,Grassland,Grassland,13,Pasture,ND,ND,ND,field flux,2020,"Raposo, E., L. Brito, E. Janusckiewicz, L. Oliveira, J. Versuti, F. Assumpcao, A. Cardoso, D. Siniscalchi, L. Delevatti, E. Malheiros, R. Reis, and A. Ruggieri. 2020. Greenhouse gases emissions from tropical grasslands affected by nitrogen fertilizer management. AGRONOMY JOURNAL 112:4666–4680.",JVO,Brachiaria grass,,"""pasture""?",34,1362.781006,22.33690453,885.5428467,54,258,161,528.914856,-0.730225205,3.991136789,,13,1315.540039,1743,619,25,2.520481586,78.91164398,14.12319469,9.835753441
436,265,265.3,1,-2.28,114.02,grassland tropical C3,Woody Savannas,Grassland,Grassland,8,,ND,ND,ND,lab flux,2008,"Hashidoko, Yasuyuki & Takakai, Fumiaki & Toma, Yo & Darung, Untung & Melling, Lulie & Tahara, Satoshi & Hatano, Ryusuke. (2008). Emergence and behaviors of acid-tolerant Janthinobacterium sp. that evolves N2O from deforested tropical peatland. Soil Biology and Biochemistry. 40. 116-125. 10.1016/j.soilbio.2007.07.014. ",SL,,,dwarf grasses dominated grassland,11,2455.528564,27.93733978,1223.485718,51,2444,394,894.4091187,-0.992860615,6.362092972,,8,904.0300293,2635,7,3,0.157749221,32.07879257,,
35,16,16.1,1,17.97,-67.05,mangrove,Water Bodies,Mangrove,Permanent Wetlands,17,,ND,ND,,field flux,2001,"Bauza, J., J. Morell, and J. Corredor. 2002. Biogeochemistry of nitrous oxide production in the red mangrove (Rhizophora mangle) forest sediments. ESTUARINE COASTAL AND SHELF SCIENCE 55:697–704.",JVO,,,mangrove,,1167.876221,26.71952438,1053.333374,,,,,,,,17,1266.780029,,5.5,13,1.095410585,,,
41,23,23.2,1,-0.43,34.21,grassland tropical C4,Permanent Wetlands,Grassland,Permanent Wetlands,11,,24,1100,,field flux,2020,"Bigaignon, L., C. Delon, O. Ndiaye, C. Galy-Lacaux, D. Serca, F. Guerin, T. Tallec, L. Merbold, T. Tagesson, R. Fensholt, S. Andre, and S. Galliau. 2020. Understanding N2O Emissions in African Ecosystems: Assessments from a Semi-Arid Savanna Grassland in Senegal and Sub-Tropical Agricultural Fields in Kenya. SUSTAINABILITY 12.",CF,*doesn't specifiy C3 or C4,,grassland*,62,1052.590454,23.57992172,956.3713989,,,,571.5619507,-0.705394924,3.813672543,,11,1647.689941,5102,1134,9.5,0.81594944,52.82112503,,
56,38,38.1,1,16.56,107.609722,Mangrove,Barren,Mangrove,Permanent Wetlands,16,,ND,ND,0,lab flux,2015,"Ha, T., M. Maeda, T. Fujiwara, H. Nagare, and S. Akao. 2015. Effects of soil type and nitrate concentration on denitrification products (N2O and N-2) under flooded conditions in laboratory microcosms. SOIL SCIENCE AND PLANT NUTRITION 61:999–1004.",FS,,,Mangrove,97,157.1142883,30.47983932,149.2714233,80,59,68,327.7235718,,,,16,1577.02002,,0,1,0.04375184,,0.016074916,0.01533312
62,42,42.2,1,5.16,-52.65,wetland,Urban and Built-up Lands,Permanent Wetlands,Permanent Wetlands,13,,26,3000-4000,ND,field flux,2018,"Espenberg, M., M. Truu, U. Mander, K. Kasak, H. Nolvak, T. Ligi, K. Oopkaup, M. Maddison, and J. Truu. 2018. Differences in microbial community structure and nitrogen cycling in natural and drained tropical peatland soils. SCIENTIFIC REPORTS 8.",FS,"peatland, drained",,wetland,98,2520.609619,26.12631035,1266.233276,55,624,415,520.2285156,-1.134949446,6.864889145,,13,175.7799988,,6.5,2.5,0.171686023,51.58715439,,
63,43,43.1,1,18.67,-91.5,mangrove,Water Bodies,Mangrove,Permanent Wetlands,17,,ND,1680,0,field flux,1995,"RIVERAMONROY, V., R. TWILLEY, R. BOUSTANY, J. DAY, F. VERAHERRERA, and M. RAMIREZ. 1995. DIRECT DENITRIFICATION IN MANGROVE SEDIMENTS IN TERMINOS LAGOON, MEXICO. MARINE ECOLOGY PROGRESS SERIES 126:97–109.",FS,,,mangrove,,,,,,,,,,,,17,658.1199951,,0,0,0,,,
75,50,50.2,1,19.6,-96.37,unclear if evergreen or deciduos,Water Bodies,Permanent Wetlands,Permanent Wetlands,17,ND,26,1300,71m,lab flux,2014,"Majeed, M., E. Miambi, I. Barois, R. Randriamanantsoa, E. Blanchart, and A. Brauman. 2014. Contribution of white grubs (Scarabaeidae: Coleoptera) to N2O emissions from tropical soils. SOIL BIOLOGY & BIOCHEMISTRY 75:37–44.",CF,,,?,,,,,,,,,,,,17,282.3599854,,0,0,0,,,
126,76,76.1,1,18.67,-91.5,mangrove,Water Bodies,Mangrove,Permanent Wetlands,17,,ND,1680,ND,lab flux,1996,"RiveraMonroy, V., and R. Twilley. 1996. The relative role of denitrification and immobilization in the fate of inorganic nitrogen in mangrove sediments (Terminos Lagoon, Mexico). LIMNOLOGY AND OCEANOGRAPHY 41:284–296.",CF,,,mangrove,,,,,,,,,,,,17,658.1199951,,0,0,0,,,
164,96,96.5,1,20.62,96.93,wetland,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,11,,ND,ND,ND,field flux,2018,"Parn, J., J. Verhoeven, K. Butterbach-Bahl, N. Dise, S. Ullah, A. Aasa, S. Egorov, M. Espenberg, J. Jarveoja, J. Jauhiainen, K. Kasak, L. Klemedtsson, A. Kull, F. Laggoun-Defarge, E. Lapshina, A. Lohila, K. Lohmus, M. Maddison, W. Mitsch, C. Muller, U. Niinemets, B. Osborne, T. Pae, J. Salm, F. Sgouridis, K. Sohar, K. Soosaar, K. Storey, A. Teemusk, M. Tenywa, J. Tournebize, J. Truu, G. Veber, J. Villa, S. Zaw, and U. Mander. 2018. Nitrogen-rich organic soils under warm well-drained conditions are global nitrous oxide emission hotspots. NATURE COMMUNICATIONS 9.",JVO,*natural fen,,wetland,90,1618.261963,22.10087204,947.0714111,59,291,254,546.8988647,-1.037440419,4.139339924,,11,1815.589966,7498,886,3,0.127502084,85.84365845,2.536670923,3.226584673
244,149,149.4,1,-3.83,-73.2,wetland,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,11,,26,3100,90,field flux,2017,"Teh, Y., W. Murphy, J. Berrio, A. Boom, and S. Page. 2017. Seasonal variability in methane and nitrous oxide fluxes from tropical peatlands in the western Amazon basin. BIOGEOSCIENCES 14:3669–3683.",CF,,,wetland,,3063.042969,26.32154846,954.5095215,47,747,304,453.0597839,-0.976835966,7.382405281,,11,333.2999878,,87,2,0.04375184,23.34370613,3.90568471,4.07945919
252,158,158.1,1,-3.83,-73.32,wetland,Water Bodies,Permanent Wetlands,Permanent Wetlands,17,,27,ND,ND,field flux,2019,"van Lent, J., K. Hergoualc’h, L. Verchot, O. Oenema, and J. van Groenigen. 2019. Greenhouse gas emissions along a peat swamp forest degradation gradient in the Peruvian Amazon: soil moisture and palm roots effects. MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE 24:625–643.",JVO,,,wetland,11,3085.904785,26.39222336,961.1333618,47,562,294,453.0597839,-0.888192713,6.566898823,,17,333.2999878,1909,99,11,0.734745264,22.03036118,3.90568471,4.07945919
271,171,171.1,1,21.84,88.88,mangrove,Permanent Wetlands,Mangrove,Permanent Wetlands,11,,Dec-35,ND,ND,field flux,2021,"Das, N., A. Mondal, and S. Mandal. 2022. Polluted waters of the reclaimed islands of Indian Sundarban promote more greenhouse gas emissions from mangrove ecosystem. STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT 36:1277–1288.",CF,** coordinates inferred from map,,mangrove,,1859.861938,26.52629089,1027.480957,,,,,-1.362173319,6.614706516,,11,4707.259766,,3,5,0.42628485,,,
272,171,171.2,2,21.84,88.65,mangrove,Water Bodies,Mangrove,Permanent Wetlands,17,,Dec-35,ND,ND,field flux,2021,"Das, N., A. Mondal, and S. Mandal. 2022. Polluted waters of the reclaimed islands of Indian Sundarban promote more greenhouse gas emissions from mangrove ecosystem. STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT 36:1277–1288.",CF,** coordinates inferred from map,,mangrove,,1804.819092,26.61089325,1019.966675,,277,,,-0.916096807,5.775201797,,17,4707.259766,,0,0,0,101.0960617,,
273,171,171.4,1,21.59,88.24,mangrove,Water Bodies,Mangrove,Permanent Wetlands,17,,Dec-35,ND,ND,field flux,2021,"Das, N., A. Mondal, and S. Mandal. 2022. Polluted waters of the reclaimed islands of Indian Sundarban promote more greenhouse gas emissions from mangrove ecosystem. STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT 36:1277–1288.",CF,** coordinates inferred from map,,mangrove,,1747.533325,26.62121201,1018.523804,,,,,,,,17,4707.259766,,0,0,0,,,
274,171,171.5,1,21.5,88.42,mangrove,Water Bodies,Mangrove,Permanent Wetlands,17,,Dec-35,ND,ND,field flux,2021,"Das, N., A. Mondal, and S. Mandal. 2022. Polluted waters of the reclaimed islands of Indian Sundarban promote more greenhouse gas emissions from mangrove ecosystem. STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT 36:1277–1288.",CF,** coordinates inferred from map,,mangrove,,,,,,,,,,,,17,4707.259766,,0,0,0,,,
275,171,171.6,1,21.45,88.26,mangrove,Water Bodies,Mangrove,Permanent Wetlands,17,,Dec-35,ND,ND,field flux,2021,"Das, N., A. Mondal, and S. Mandal. 2022. Polluted waters of the reclaimed islands of Indian Sundarban promote more greenhouse gas emissions from mangrove ecosystem. STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT 36:1277–1288.",CF,** coordinates inferred from map,,mangrove,,,,,,,,,,,,17,4707.259766,,0,0,0,,,
315,194,194.1,1,-3.83,-73.32,wetland,Water Bodies,Permanent Wetlands,Permanent Wetlands,17,,27.2,2859,101,field flux,2022,"Soosaar, K., T. Schindler, K. Machacova, J. Paern, L. Fachin-Malaverri, J. Rengifo-Marin, W. Alegria-Munoz, J. Jibaja-Aspajo, R. Negron-Juarez, R. Zarate-Gomez, D. Garay-Dinis, A. Arista-Oversluijs, R. Tello-Espinoza, T. Pacheco-Gomez, and U. Mander. 2022. High Methane Emission From Palm Stems and Nitrous Oxide Emission From the Soil in a Peruvian Amazon Peat Swamp Forest. FRONTIERS IN FORESTS AND GLOBAL CHANGE 5.",JVO,,,wetland,11,3085.904785,26.39222336,961.1333618,47,562,294,453.0597839,-0.888192713,6.566898823,,17,333.2999878,1909,99,11,0.734745264,22.03036118,3.90568471,4.07945919
317,196,196.1,1,-19.01,-57.56,wetland,Evergreen Broadleaf Forests,Permanent Wetlands,Permanent Wetlands,2,,ND,ND,ND,lab flux,2014,"Liengaard, L., V. Figueiredo, R. Markfoged, N. Revsbech, L. Nielsen, A. Prast, and M. Kuhl. 2014. Hot moments of N2O transformation and emission in tropical soils from the Pantanal and the Amazon (Brazil). SOIL BIOLOGY & BIOCHEMISTRY 75:26–36.",JVO,,,wetland,,930.8857422,26.46561432,874.2523804,64,236,219,456.8619385,-1.156361938,5.521734238,,2,696.2199707,,86.5,5,0.430897862,63.18510818,7.548666954,3.221273899
318,196,196.2,1,-3.3,-64.62,wetland,Water Bodies,Permanent Wetlands,Permanent Wetlands,17,,ND,ND,ND,lab flux,2014,"Liengaard, L., V. Figueiredo, R. Markfoged, N. Revsbech, L. Nielsen, A. Prast, and M. Kuhl. 2014. Hot moments of N2O transformation and emission in tropical soils from the Pantanal and the Amazon (Brazil). SOIL BIOLOGY & BIOCHEMISTRY 75:26–36.",JVO,,,wetland,,2617.595215,27.62686539,1083.971436,,,,477.5502319,-1.352146149,7.595140934,,17,100.4899979,,24,0,0,27.52556229,2.98834157,3.032741308
321,196,196.5,1,-3.23,-59.99,wetland,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,11,,ND,ND,ND,lab flux,2014,"Liengaard, L., V. Figueiredo, R. Markfoged, N. Revsbech, L. Nielsen, A. Prast, and M. Kuhl. 2014. Hot moments of N2O transformation and emission in tropical soils from the Pantanal and the Amazon (Brazil). SOIL BIOLOGY & BIOCHEMISTRY 75:26–36.",JVO,,,wetland,,2181.276123,27.65670776,1039.485718,,,,471.989502,,,,11,287.1000061,,19,11.5,0.803686738,52.11966324,3.062308788,2.716034174
337,207,207.1,1,1.56749,124.805963,mangrove,Water Bodies,Mangrove,Permanent Wetlands,17,,ND,ND,ND,field flux,2019,"Cameron, C., L. Hutley, D. Friess, and N. Munksgaard. 2019. Hydroperiod, soil moisture and bioturbation are critical drivers of greenhouse gas fluxes and vary as a function of landuse change in mangroves of Sulawesi, Indonesia. SCIENCE OF THE TOTAL ENVIRONMENT 654:365â€“377.",SL,Coordinates determined from map/google search,,,,3061.890381,26.48579407,1330.295288,,,,505.9362488,,,,17,183.3099976,,0,9,0.891738653,,,
338,207,207.2,2,-5.461022,119.289916,mangrove,Permanent Wetlands,Mangrove,Permanent Wetlands,11,,ND,ND,ND,field flux,2019,"Cameron, C., L. Hutley, D. Friess, and N. Munksgaard. 2019. Hydroperiod, soil moisture and bioturbation are critical drivers of greenhouse gas fluxes and vary as a function of landuse change in mangroves of Sulawesi, Indonesia. SCIENCE OF THE TOTAL ENVIRONMENT 654:365â€“377.",SL,Coordinates determined from map/google search,,,,2054.514404,27.62372971,1036.423828,,,,,,,,11,895.4099731,2647,3,5,0.458692878,108.0977936,,
399,242,242.2,2,-18,146.07,wetland,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,11,,22-35,2700,ND,lab flux (isotope pairing),2019,"Adame, M., M. Roberts, D. Hamilton, C. Ndehedehe, V. Reis, J. Lu, M. Griffiths, G. Curwen, and M. Ronan. 2019. Tropical Coastal Wetlands Ameliorate Nitrogen Export During Floods. FRONTIERS IN MARINE SCIENCE 6.",CF,*coordinates determiend using google search of site,palustrine wetlands,wetland,,1910.166626,24.36325455,1292.376221,52,613,237,,,,,11,184.5399933,,0,14.5,1.216799498,89.23011017,,
400,242,242.4,1,-18.22,146.23,wetland,Permanent Wetlands,Permanent Wetlands,Permanent Wetlands,11,,22-37,2700,ND,lab flux (isotope pairing),2019,"Adame, M., M. Roberts, D. Hamilton, C. Ndehedehe, V. Reis, J. Lu, M. Griffiths, G. Curwen, and M. Ronan. 2019. Tropical Coastal Wetlands Ameliorate Nitrogen Export During Floods. FRONTIERS IN MARINE SCIENCE 6.",CF,*coordinates determiend using google search of site,,wetland,32,1569.204834,24.38206482,1153.814331,,,,490.3819275,,,,11,184.5399933,2778,10.5,17,1.519503951,86.76812744,,
