Lat,Long,PresAbs,Type
-13.290794,-43.620204,0,Global
-14.096359,-43.590968,0,Global
-6.740132,-40.853118,0,Global
-12.659589,-41.029391,0,Global
-8.096793,-36.507521,0,Global
-10.958572,-41.388555,0,Global
-14.650133,-40.754553,0,Global
-10.265748,-40.39347,0,Global
-8.225218,-36.962635,0,Global
-13.485882,-39.453189,0,Global
-9.348129,-37.739769,0,Global
-14.006592,-40.2248,0,Global
-14.872557,-42.687005,0,Global
-8.434775,-38.146172,0,Global
-11.054429,-41.253816,0,Global
-7.600695,-39.954334,0,Global
-12.493171,-41.014986,0,Global
-11.337272,-43.421249,0,Global
-10.436627,-41.438013,0,Global
-10.210974,-38.552837,0,Global
-7.586232,-43.448226,0,Global
-11.631511,-38.769814,0,Global
-8.938135,-37.657325,0,Global
-7.40268,-40.758738,0,Global
-9.708609,-44.44097,0,Global
-12.126136,-39.443828,0,Global
-12.293111,-39.880877,0,Global
-10.855034,-37.195092,0,Global
-10.962238,-42.872373,0,Global
-7.111022,-43.092773,0,Global
-7.188356,-40.501231,0,Global
-8.241152,-43.398441,0,Global
-9.635674,-39.256509,0,Global
-11.002688,-40.891336,0,Global
-11.208685,-39.238034,0,Global
-9.498814,-42.069348,0,Global
-9.76468,-35.933263,0,Global
-9.92424,-40.832078,0,Global
-9.394262,-42.041381,0,Global
-7.688581,-35.983053,0,Global
-12.906359,-41.865522,0,Global
-7.04326,-41.961224,0,Global
-11.684198,-41.333169,0,Global
-9.797593,-42.462558,0,Global
-6.642076,-44.045554,0,Global
-10.466109,-42.475361,0,Global
-7.758934,-38.918292,0,Global
-9.861328,-37.326434,0,Global
-6.669818,-38.125503,0,Global
-11.930873,-43.594301,0,Global
-12.097165,-40.514396,0,Global
-6.474149,-38.852701,0,Global
-8.828614,-42.811035,0,Global
-13.619923,-39.419687,0,Global
-11.143079,-42.857086,0,Global
-14.147795,-41.129105,0,Global
-11.371485,-41.514073,0,Global
-10.921664,-41.839394,0,Global
-13.452375,-42.167349,0,Global
-8.879086,-44.230805,0,Global
-11.048173,-39.804093,0,Global
-9.800029,-36.281161,0,Global
-7.036537,-36.004043,0,Global
-6.76872,-43.52566,0,Global
-13.83952,-40.211112,0,Global
-14.601602,-41.053114,0,Global
-9.200714,-44.155221,0,Global
-8.838674,-37.635732,0,Global
-7.908026,-37.005737,0,Global
-7.567095,-41.74926,0,Global
-6.614224,-40.791545,0,Global
-7.833749,-42.008883,0,Global
-14.420431,-43.707097,0,Global
-13.714056,-43.879288,0,Global
-9.492094,-43.903889,0,Global
-8.662674,-36.205293,0,Global
-12.487066,-43.781421,0,Global
-9.349754,-36.727415,0,Global
-11.223544,-44.41804,0,Global
-6.838532,-36.031408,0,Global
-13.201698,-42.70883,0,Global
-13.80572,-42.918817,0,Global
-12.719892,-39.440007,0,Global
-7.390244,-40.273709,0,Global
-8.078298,-40.606286,0,Global
-12.783911,-40.320482,0,Global
-10.976843,-43.033173,0,Global
-7.256385,-43.453136,0,Global
-14.432809,-43.546635,0,Global
-7.092189,-38.110406,0,Global
-8.151584,-43.967581,0,Global
-6.561491,-37.450038,0,Global
-12.17417,-39.832708,0,Global
-6.819945,-42.337274,0,Global
-11.640667,-42.722862,0,Global
-12.990649,-42.293009,0,Global
-14.469349,-44.130815,0,Global
-9.264403,-36.43779,0,Global
-8.615667,-42.010357,0,Global
-7.093781,-40.622406,0,Global
-14.316191,-43.053494,0,Global
-10.511126,-41.878167,0,Global
-14.655608,-39.411897,0,Global
-9.504136,-36.43755,0,Global
-13.757854,-39.989782,0,Global
-11.285181,-40.774592,0,Global
-11.685761,-39.492258,0,Global
-12.828227,-42.117145,0,Global
-9.159155,-37.963917,0,Global
-6.690067,-36.721447,0,Global
-11.62152,-41.669081,0,Global
-6.397993,-41.014035,0,Global
-8.686956,-38.963777,0,Global
-14.239056,-42.51448,0,Global
-9.268913,-39.750736,0,Global
-10.526497,-37.362406,0,Global
-14.434767,-40.514277,0,Global
-7.115652,-39.216805,0,Global
-11.260138,-37.965089,0,Global
-12.477745,-42.786789,0,Global
-7.657161,-40.06553,0,Global
-14.521273,-42.042285,0,Global
-12.985784,-41.205338,0,Global
-14.823149,-43.664011,0,Global
-13.396077,-40.651458,0,Global
-7.210078,-36.340255,0,Global
-6.853645,-36.193013,0,Global
-8.691929,-40.645413,0,Global
-11.284133,-44.062612,0,Global
-7.631726,-40.47406,0,Global
-10.087729,-44.022858,0,Global
-10.97693,-37.603145,0,Global
-6.92841,-40.975529,0,Global
-11.751757,-42.06634,0,Global
-14.768198,-40.824886,0,Global
-9.503768,-37.285159,0,Global
-13.16288,-39.605851,0,Global
-10.560803,-39.06379,0,Global
-7.763739,-37.549954,0,Global
-10.661474,-42.990811,0,Global
-9.58188,-40.197569,0,Global
-8.730079,-39.108106,0,Global
-10.45212,-41.618499,0,Global
-10.50294,-38.494183,0,Global
-13.931562,-39.497238,0,Global
-9.72773,-44.249836,0,Global
-10.101195,-43.297528,0,Global
-7.713584,-38.359899,0,Global
-7.362924,-36.897329,0,Global
-8.996448,-36.335403,0,Global
-10.764528,-43.870433,0,Global
-14.272217,-39.324504,0,Global
-11.69654,-42.348903,0,Global
-9.395602,-44.039841,0,Global
-10.099972,-43.680923,0,Global
-8.049385,-42.631147,0,Global
-10.240785,-38.291498,0,Global
-14.389043,-40.791772,0,Global
-7.649642,-36.479303,0,Global
-9.312901,-37.093203,0,Global
-9.481653,-37.736761,0,Global
-9.471626,-38.545799,0,Global
-9.091898,-37.05632,0,Global
-10.323891,-38.814146,0,Global
-8.409297,-35.951349,0,Global
-8.729669,-42.198672,0,Global
-11.328228,-41.030432,0,Global
-9.626815,-37.256082,0,Global
-13.255318,-43.810461,0,Global
-7.994523,-40.713553,0,Global
-8.138934,-40.082155,0,Global
-9.470083,-42.283213,0,Global
-8.571146,-42.626338,0,Global
-10.703078,-37.595158,0,Global
-6.957954,-37.520607,0,Global
-6.353624,-38.792889,0,Global
-6.359369,-38.360108,0,Global
-10.074051,-39.581804,0,Global
-12.910179,-39.848739,0,Global
-8.106072,-39.338054,0,Global
-10.795908,-37.956433,0,Global
-11.454695,-39.985921,0,Global
-13.721788,-40.319545,0,Global
-10.675845,-43.764675,0,Global
-7.399369,-43.675259,0,Global
-9.02067,-37.17547,0,Global
-7.126365,-37.949144,0,Global
-7.122086,-43.371103,0,Global
-6.572151,-38.927679,0,Global
-10.122461,-37.779218,0,Global
-8.783515,-37.859988,0,Global
-8.820549,-42.093386,0,Global
-12.011001,-39.001261,0,Global
-10.721043,-39.625227,0,Global
-12.459353,-40.101731,0,Global
-10.261232,-43.312789,0,Global
-13.520804,-41.117171,0,Global
-9.209927,-42.498711,0,Global
-13.524169,-41.584147,0,Global
-7.760066,-43.886045,0,Global
-10.193877,-38.769503,0,Global
-7.038147,-37.18896,0,Global
-7.903527,-42.778039,0,Global
-13.907854,-39.89206,0,Global
-9.982433,-40.725519,0,Global
-10.09499,-43.838043,0,Global
-7.49823,-38.338788,0,Global
-6.469136,-36.726115,0,Global
-9.348384,-37.176785,0,Global
-14.420848,-40.099107,0,Global
-10.459298,-44.053767,0,Global
-7.526068,-43.850421,0,Global
-6.69646,-37.856958,0,Global
-6.863075,-43.003005,0,Global
-6.970051,-41.233832,0,Global
-7.753422,-36.444876,0,Global
-11.043381,-38.74382,0,Global
-8.745716,-37.688295,0,Global
-7.494894,-36.674412,0,Global
-11.736735,-38.470753,0,Global
-6.644615,-41.245044,0,Global
-12.140992,-41.413184,0,Global
-6.858392,-38.223477,0,Global
-6.711518,-36.267247,0,Global
-13.46424,-40.26674,0,Global
-13.301733,-44.06417,0,Global
-7.980981,-40.537896,0,Global
-11.786898,-39.322424,0,Global
-9.562999,-38.041593,0,Global
-12.867211,-43.140028,0,Global
-6.657559,-41.336847,0,Global
-12.111555,-39.598857,0,Global
-11.790657,-38.878585,0,Global
-6.855673,-43.616519,0,Global
-7.658594,-38.072538,0,Global
-11.243377,-43.498713,0,Global
-7.851825,-40.075165,0,Global
-11.671811,-39.193491,0,Global
-7.250783,-36.995338,0,Global
-11.517997,-39.765102,0,Global
-11.411476,-43.712591,0,Global
-14.17801,-40.277599,0,Global
-8.969201,-42.876169,0,Global
-10.927073,-37.135303,0,Global
-12.387527,-42.403132,0,Global
-6.783939,-37.392159,0,Global
-11.41553,-40.257881,0,Global
-11.773911,-40.207367,0,Global
-8.556855,-43.23069,0,Global
-8.42065,-37.174306,0,Global
-8.255994,-42.447859,0,Global
-14.413688,-41.017363,0,Global
-8.650032,-41.862829,0,Global
-11.535611,-38.153623,0,Global
-8.793148,-37.157724,0,Global
-13.756729,-44.24357,0,Global
-10.195779,-36.312699,0,Global
-9.338094,-36.922646,0,Global
-14.468879,-41.820036,0,Global
-9.778286,-42.220067,0,Global
-7.526237,-40.342436,0,Global
-12.633242,-41.488413,0,Global
-13.903994,-43.75529,0,Global
-12.570358,-38.989178,0,Global
-14.130732,-40.884519,0,Global
-11.085188,-40.287712,0,Global
-9.170878,-41.806724,0,Global
-13.30611,-41.571304,0,Global
-9.913443,-40.070824,0,Global
-7.466885,-43.183756,0,Global
-7.626656,-41.382635,0,Global
-12.771731,-39.2398,0,Global
-9.532441,-40.61628,0,Global
-7.714632,-41.870011,0,Global
-8.678625,-41.080656,0,Global
-12.47295,-43.410831,0,Global
-11.427095,-40.574538,0,Global
-11.643178,-43.142273,0,Global
-11.285391,-41.895465,0,Global
-8.35209,-42.500669,0,Global
-9.260872,-43.501174,0,Global
-10.232139,-43.208045,0,Global
-14.116781,-42.698236,0,Global
-9.389647,-41.349411,0,Global
-13.436312,-41.359539,0,Global
-11.800109,-42.686091,0,Global
-8.983488,-39.990639,0,Global
-13.753834,-42.055625,0,Global
-8.249416,-36.615792,0,Global
-12.091508,-41.611414,0,Global
-7.459581,-39.790611,0,Global
-9.231477,-43.330696,0,Global
-12.035286,-39.846564,0,Global
-9.272261,-42.399472,0,Global
-7.528366,-38.005644,0,Global
-6.941139,-44.026477,0,Global
-7.209603,-41.963029,0,Global
-11.980269,-41.269157,0,Global
-8.209997,-36.8481,0,Global
-11.912186,-39.240233,0,Global
-6.479294,-43.632885,0,Global
-9.295796,-37.502463,0,Global
-12.354865,-38.547088,0,Global
-7.888404,-43.579844,0,Global
-11.040975,-37.972685,0,Global
-14.756398,-40.348641,0,Global
-12.070621,-43.821471,0,Global
-11.526757,-40.618274,0,Global
-14.821414,-43.056296,0,Global
-7.726258,-41.031335,0,Global
-9.712211,-40.871928,0,Global
-10.413762,-42.280589,0,Global
-12.369196,-39.594385,0,Global
-14.589755,-42.172736,0,Global
-10.692297,-37.816038,0,Global
-11.68124,-42.192782,0,Global
-13.948254,-41.752663,0,Global
-8.182965,-39.590491,0,Global
-9.857414,-37.73459,0,Global
-8.657826,-43.868332,0,Global
-8.021032,-43.583005,0,Global
-11.044793,-39.401243,0,Global
-7.679744,-38.258156,0,Global
-13.168254,-41.334422,0,Global
-11.936871,-39.55138,0,Global
-10.866667,-42.590045,0,Global
-8.314925,-36.063594,0,Global
-12.740323,-42.742498,0,Global
-9.267013,-37.996244,0,Global
-13.857939,-41.695878,0,Global
-14.210607,-43.322524,0,Global
-8.869299,-37.393415,0,Global
-9.883546,-44.026207,0,Global
-10.320249,-43.389628,0,Global
-8.366445,-40.71593,0,Global
-11.910034,-38.65692,0,Global
-10.092452,-38.885195,0,Global
-13.325678,-41.844107,0,Global
-6.982904,-39.864172,0,Global
-11.354815,-39.408445,0,Global
-8.921989,-42.380199,0,Global
-14.779057,-41.558252,0,Global
-10.392841,-40.944769,0,Global
-6.854401,-39.175342,0,Global
-13.499475,-39.128483,0,Global
-9.461739,-41.602155,0,Global
-7.377304,-41.695596,0,Global
-14.695985,-44.270777,0,Global
-10.237,-43.104534,0,Global
-7.581904,-42.823235,0,Global
-8.163421,-38.505747,0,Global
-11.760312,-43.719353,0,Global
-11.217492,-37.628791,0,Global
-10.582773,-39.236065,0,Global
-7.638002,-36.765916,0,Global
-11.304875,-38.26001,0,Global
-8.741956,-36.535,0,Global
-13.111611,-41.738435,0,Global
-9.619868,-36.999855,0,Global
-10.86816,-44.049793,0,Global
-14.659157,-40.03268,0,Global
-10.38946,-41.834852,0,Global
-6.857461,-38.412771,0,Global
-12.959256,-38.833094,0,Global
-12.377302,-41.880698,0,Global
-13.659612,-41.464262,0,Global
-9.442223,-43.746563,0,Global
-11.960143,-39.745656,0,Global
-12.587264,-42.390411,0,Global
-12.949098,-40.812395,0,Global
-13.83182,-44.052273,0,Global
-13.04652,-41.802326,0,Global
-7.993638,-38.805145,0,Global
-8.470394,-38.411628,0,Global
-14.797867,-41.76419,0,Global
-6.86534,-41.608916,0,Global
-9.289899,-36.23004,0,Global
-8.063896,-43.912129,0,Global
-8.384159,-38.383603,0,Global
-12.085661,-41.081109,0,Global
-8.498356,-37.706806,0,Global
-13.292277,-40.209023,0,Global
-6.492851,-43.103285,0,Global
-7.311117,-41.453141,0,Global
-14.755327,-43.880232,0,Global
-10.210859,-39.589942,0,Global
-7.950771,-43.817161,0,Global
-8.664718,-38.426196,0,Global
-10.368276,-38.189794,0,Global
-6.766244,-39.869885,0,Global
-7.784784,-44.395947,0,Global
-9.503094,-41.382764,0,Global
-6.702068,-38.258026,0,Global
-10.943935,-40.118921,0,Global
-10.047041,-41.023525,0,Global
-9.880294,-39.009795,0,Global
-14.315674,-39.052847,0,Global
-10.350663,-42.759722,0,Global
-12.750805,-41.160838,0,Global
-10.924986,-41.164804,0,Global
-12.948002,-39.442161,0,Global
-9.089969,-42.119727,0,Global
-11.32401,-38.356336,0,Global
-8.543776,-38.689975,0,Global
-9.257856,-40.983774,0,Global
-7.971651,-41.699536,0,Global
-9.514385,-40.371978,0,Global
-10.585166,-37.057798,0,Global
-13.761111,-44.409149,0,Global
-7.064033,-39.48731,0,Global
-11.267864,-38.452769,0,Global
-11.458123,-37.757025,0,Global
-7.576242,-38.14087,0,Global
-12.110925,-39.760776,0,Global
-14.278882,-39.756928,0,Global
-9.006441,-39.63824,0,Global
-7.847909,-36.789677,0,Global
-13.386726,-39.457074,0,Global
-9.596177,-43.303419,0,Global
-11.264559,-42.060763,0,Global
-14.341342,-41.330854,0,Global
-8.643258,-42.950365,0,Global
-11.604373,-42.068119,0,Global
-7.945594,-38.244837,0,Global
-6.720332,-40.16413,0,Global
-10.827749,-42.775718,0,Global
-9.724667,-38.200176,0,Global
-6.71233,-41.902113,0,Global
-13.991233,-42.277074,0,Global
-11.445748,-39.827086,0,Global
-12.002023,-39.459594,0,Global
-10.166686,-42.524699,0,Global
-8.864732,-41.516949,0,Global
-9.849931,-41.497018,0,Global
-12.048663,-43.962969,0,Global
-10.854198,-39.5594,0,Global
-10.7035,-41.236837,0,Global
-14.153127,-43.406112,0,Global
-9.385226,-39.639267,0,Global
-8.396644,-40.592947,0,Global
-9.209673,-37.613977,0,Global
-13.567629,-44.05153,0,Global
-6.659627,-40.568941,0,Global
-11.605987,-39.590231,0,Global
-10.880153,-38.987552,0,Global
-10.776267,-39.342152,0,Global
-10.313514,-42.977987,0,Global
-10.51194,-43.203186,0,Global
-7.321078,-43.897163,0,Global
-8.983089,-41.138996,0,Global
-11.552118,-44.340821,0,Global
-10.067349,-39.133803,0,Global
-14.462418,-40.649091,0,Global
-8.39394,-38.495615,0,Global
-7.921902,-44.389239,0,Global
-8.430434,-39.677924,0,Global
-14.555033,-41.208859,0,Global
-6.464362,-36.816601,0,Global
-7.3311,-40.866412,0,Global
-11.225293,-41.726683,0,Global
-11.358675,-43.020391,0,Global
-12.187365,-42.029723,0,Global
-8.182865,-36.420929,0,Global
-9.058359,-42.289,0,Global
-6.380028,-39.073237,0,Global
-13.003928,-44.2399,0,Global
-14.211669,-44.258487,0,Global
-10.889344,-39.726239,0,Global
-8.516111,-35.977183,0,Global
-9.215722,-40.34234,0,Global
-11.530033,-41.574532,0,Global
-10.481476,-40.3183,0,Global
-7.316661,-38.975241,0,Global
-7.791309,-41.256508,0,Global
-13.568537,-40.04167,0,Global
-8.109402,-39.145788,0,Global
-10.451754,-38.747649,0,Global
-7.94709,-39.30974,0,Global
-14.484525,-42.336374,0,Global
-14.025031,-41.213876,0,Global
-7.410095,-37.573693,0,Global
-11.896398,-43.84574,0,Global
-14.28503,-43.681665,0,Global
-14.70526,-41.006613,0,Global
-8.716803,-37.423502,0,Global
-6.858746,-44.138527,0,Global
-9.436455,-40.422627,0,Global
-12.760836,-40.711977,0,Global
-10.874539,-43.325373,0,Global
-10.101785,-41.123511,0,Global
-12.692858,-42.311899,0,Global
-9.977525,-42.506171,0,Global
-14.486437,-43.80704,0,Global
-10.168904,-41.403994,0,Global
-8.757771,-43.011203,0,Global
-8.834704,-44.149795,0,Global
-12.701898,-38.848959,0,Global
-13.293858,-42.165898,0,Global
-6.619074,-44.319739,0,Global
-13.184426,-39.774185,0,Global
-12.791743,-41.36497,0,Global
-10.455485,-42.784283,0,Global
-6.870481,-41.32115,0,Global
-9.114734,-40.047363,0,Global
-6.473391,-36.549149,0,Global
-11.632758,-41.778875,0,Global
-11.170985,-40.692129,0,Global
-8.609744,-39.129604,0,Global
-12.569944,-42.002,0,Global
-12.043125,-38.668082,0,Global
-12.526978,-39.170804,0,Global
-10.277787,-37.098999,0,Global
-7.428284,-42.01262,0,Global
-13.278969,-42.8289,0,Global
-11.427205,-43.616544,0,Global
-11.735214,-41.734404,0,Global
-12.641362,-38.43325,0,Global
-6.515615,-43.951783,0,Global
-8.891334,-37.550146,0,Global
-10.125477,-41.529573,0,Global
-8.709729,-40.043425,0,Global
-8.413377,-36.291393,0,Global
-11.746485,-38.640818,0,Global
-7.549958,-36.015037,0,Global
-13.542425,-44.405998,0,Global
-8.094109,-37.118014,0,Global
-9.059058,-43.256991,0,Global
-7.328572,-42.564484,0,Global
-10.312743,-38.10633,0,Global
-10.305343,-43.828565,0,Global
-7.275284,-42.111903,0,Global
-10.261175,-42.8192,0,Global
-11.942462,-42.218117,0,Global
-12.06917,-39.207568,0,Global
-8.42348,-39.849641,0,Global
-12.814374,-40.956849,0,Global
-12.995895,-44.375098,0,Global
-8.55029,-44.046085,0,Global
-14.277482,-44.340299,0,Global
-11.895184,-39.999276,0,Global
-11.536101,-38.777678,0,Global
-7.868231,-39.842965,0,Global
-12.142191,-40.887706,0,Global
-11.885579,-43.415617,0,Global
-11.763313,-40.991825,0,Global
-10.591783,-43.901293,0,Global
-11.341248,-42.692731,0,Global
-13.860712,-40.698821,0,Global
-11.045543,-43.887405,0,Global
-10.283416,-40.963713,0,Global
-8.32219,-39.476779,0,Global
-13.434285,-42.375361,0,Global
-10.425122,-37.75034,0,Global
-11.520716,-37.822696,0,Global
-8.485358,-37.302844,0,Global
-6.572734,-36.79762,0,Global
-11.372929,-44.302195,0,Global
-12.763028,-42.958165,0,Global
-13.695329,-41.240874,0,Global
-6.834528,-37.282587,0,Global
-12.515701,-39.521803,0,Global
-7.042867,-38.01846,0,Global
-10.665703,-44.101899,0,Global
-14.759348,-42.566115,0,Global
-7.221163,-44.100608,0,Global
-9.663171,-43.812733,0,Global
-8.186181,-44.418123,0,Global
-7.55981,-36.590635,0,Global
-7.175421,-38.66541,0,Global
-6.650163,-37.095688,0,Global
-6.597587,-38.571081,0,Global
-12.018293,-40.817826,0,Global
-9.592488,-44.110648,0,Global
-13.278501,-40.347667,0,Global
-10.734998,-38.44112,0,Global
-10.44214,-43.599838,0,Global
-8.358224,-42.11972,0,Global
-6.721484,-42.226041,0,Global
-10.97538,-42.692602,0,Global
-14.089958,-39.998408,0,Global
-8.650231,-43.523919,0,Global
-9.134961,-43.323615,0,Global
-8.244624,-40.075731,0,Global
-8.6973,-36.714113,0,Global
-9.476425,-43.663153,0,Global
-14.422271,-43.427364,0,Global
-11.232019,-37.470196,0,Global
-12.411831,-39.677775,0,Global
-6.587166,-41.488072,0,Global
-14.246837,-42.674712,0,Global
-10.791613,-43.733232,0,Global
-12.684336,-40.268188,0,Global
-8.127788,-39.744824,0,Global
-9.045233,-36.71149,0,Global
-11.5912,-41.26506,0,Global
-6.434744,-36.024274,0,Global
-10.930844,-43.66254,0,Global
-11.559135,-37.558406,0,Global
-8.198741,-37.749746,0,Global
-6.805772,-36.278084,0,Global
-12.178231,-38.110788,0,Global
-12.190917,-38.779866,0,Global
-13.72446,-42.149437,0,Global
-10.97228,-43.987584,0,Global
-13.510845,-39.348774,0,Global
-6.667502,-41.104977,0,Global
-11.478861,-41.865029,0,Global
-12.313719,-42.769455,0,Global
-7.666494,-38.62593,0,Global
-12.0618,-41.169042,0,Global
-11.815171,-38.968649,0,Global
-8.623839,-38.047939,0,Global
-13.946782,-42.477672,0,Global
-6.71177,-44.371987,0,Global
-7.172983,-38.161074,0,Global
-8.859069,-43.789959,0,Global
-14.392958,-42.24586,0,Global
-13.285406,-42.560565,0,Global
-12.786029,-38.451227,0,Global
-10.314225,-38.569645,0,Global
-9.879317,-38.413703,0,Global
-8.128171,-43.22794,0,Global
-6.934834,-42.143205,0,Global
-14.424754,-41.256826,0,Global
-7.530377,-37.08371,0,Global
-8.766402,-42.317556,0,Global
-8.208697,-43.653833,0,Global
-6.610542,-40.655482,0,Global
-8.682108,-43.0806,0,Global
-7.098187,-44.0023,0,Global
-10.510283,-40.923039,0,Global
-7.305147,-37.313641,0,Global
-14.620734,-42.034724,0,Global
-13.444414,-43.069829,0,Global
-14.848909,-42.505254,0,Global
-10.639601,-38.412884,0,Global
-10.224128,-38.121669,0,Global
-8.618285,-37.918406,0,Global
-11.07641,-39.505616,0,Global
-9.49456,-42.162851,0,Global
-8.307992,-38.891379,0,Global
-7.898988,-37.728713,0,Global
-7.161074,-37.202103,0,Global
-12.34323,-40.073806,0,Global
-6.810589,-40.7188,0,Global
-8.331184,-36.370758,0,Global
-8.495181,-37.059116,0,Global
-8.211984,-43.131908,0,Global
-7.028169,-36.457793,0,Global
-10.530231,-42.884662,0,Global
-13.020336,-39.743132,0,Global
-11.526325,-42.968916,0,Global
-6.70251,-43.103437,0,Global
-9.203959,-42.968489,0,Global
-10.943325,-41.710753,0,Global
-8.861594,-37.970317,0,Global
-10.829485,-40.985164,0,Global
-13.0361,-40.860712,0,Global
-11.218282,-39.689916,0,Global
-9.714113,-40.314426,0,Global
-13.69006,-39.903474,0,Global
-11.232374,-38.878744,0,Global
-10.856947,-37.561906,0,Global
-7.523191,-43.75419,0,Global
-9.231999,-44.413549,0,Global
-10.741023,-37.175729,0,Global
-13.02192,-41.59182,0,Global
-9.019969,-37.612237,0,Global
-11.022629,-38.587206,0,Global
-7.638386,-37.363454,0,Global
-7.562903,-36.219732,0,Global
-11.779686,-41.495877,0,Global
-12.180549,-40.425403,0,Global
-11.179816,-39.806765,0,Global
-8.311976,-38.621662,0,Global
-14.499765,-41.700745,0,Global
-9.330826,-43.421858,0,Global
-8.299495,-41.715514,0,Global
-12.589108,-41.376475,0,Global
-11.246933,-43.285139,0,Global
-13.49792,-44.280701,0,Global
-8.571778,-41.321488,0,Global
-7.100212,-37.301899,0,Global
-7.659105,-39.505539,0,Global
-10.301623,-40.270499,0,Global
-8.148459,-42.809391,0,Global
-7.22403,-40.600549,0,Global
-13.066067,-43.3633,0,Global
-10.415398,-37.268125,0,Global
-9.304188,-39.470375,0,Global
-13.507415,-43.969561,0,Global
-13.105088,-42.061689,0,Global
-9.247315,-43.233272,0,Global
-6.640139,-40.091706,0,Global
-6.782976,-42.459934,0,Global
-8.741948,-40.950479,0,Global
-14.007042,-39.739904,0,Global
-13.69136,-41.769028,0,Global
-7.74968,-43.096127,0,Global
-12.377365,-42.658838,0,Global
-10.628444,-39.320503,0,Global
-6.789852,-44.423982,0,Global
-8.730987,-40.820445,0,Global
-9.883721,-39.95565,0,Global
-10.462392,-39.228386,0,Global
-7.196155,-39.719069,0,Global
-9.020938,-35.97039,0,Global
-8.144693,-37.281991,0,Global
-6.522893,-44.313171,0,Global
-8.829388,-41.372237,0,Global
-8.294669,-39.602819,0,Global
-12.447862,-38.525315,0,Global
-6.378649,-37.576489,0,Global
-13.199152,-39.397683,0,Global
-12.51472,-38.854612,0,Global
-12.886503,-40.71165,0,Global
-9.948122,-39.119851,0,Global
-13.902389,-39.714089,0,Global
-7.740499,-39.726086,0,Global
-12.702857,-42.586155,0,Global
-8.444898,-41.330872,0,Global
-13.75374,-41.312204,0,Global
-7.929966,-43.676203,0,Global
-11.10785,-38.821003,0,Global
-8.339589,-38.731104,0,Global
-7.499432,-36.345781,0,Global
-11.88791,-37.922771,0,Global
-12.537231,-43.272001,0,Global
-11.768802,-42.234367,0,Global
-8.951476,-43.300267,0,Global
-13.932235,-39.130509,0,Global
-7.991791,-40.989163,0,Global
-8.758571,-41.935921,0,Global
-7.32438,-43.53007,0,Global
-11.785355,-39.593897,0,Global
-13.66425,-44.15771,0,Global
-14.838731,-41.374123,0,Global
-7.507097,-38.599072,0,Global
-13.370596,-39.964175,0,Global
-9.232263,-41.713276,0,Global
-8.881219,-40.75164,0,Global
-6.88233,-41.497688,0,Global
-13.611466,-44.254139,0,Global
-8.279908,-38.099461,0,Global
-12.477751,-40.41335,0,Global
-9.849466,-38.57536,0,Global
-14.417612,-43.074166,0,Global
-10.041753,-44.343842,0,Global
-9.023375,-39.909411,0,Global
-11.620125,-44.124012,0,Global
-12.37886,-38.457895,0,Global
-7.799892,-37.971107,0,Global
-10.360945,-41.615913,0,Global
-7.393334,-39.421062,0,Global
-11.086344,-42.710522,0,Global
-10.711361,-43.22493,0,Global
-14.82734,-39.685126,0,Global
-11.076732,-38.493358,0,Global
-10.701592,-38.814566,0,Global
-8.020997,-36.606335,0,Global
-8.009662,-36.242512,0,Global
-13.95668,-39.976188,0,Global
-9.925617,-36.988698,0,Global
-9.91286,-39.256856,0,Global
-9.07192,-41.660618,0,Global
-9.8545,-36.450309,0,Global
-10.529293,-43.543373,0,Global
-13.663672,-41.92314,0,Global
-7.906617,-38.674059,0,Global
-7.857981,-37.107289,0,Global
-10.334486,-37.836862,0,Global
-8.712298,-40.442857,0,Global
-10.494413,-41.750633,0,Global
-7.648916,-42.049312,0,Global
-6.501825,-38.439757,0,Global
-9.39234,-43.12813,0,Global
-9.275218,-41.621407,0,Global
-7.241045,-43.253883,0,Global
-8.021884,-39.631883,0,Global
-6.850537,-37.187997,0,Global
-9.668911,-39.782554,0,Global
-8.325312,-39.063753,0,Global
-11.418872,-40.817698,0,Global
-12.652749,-41.18534,0,Global
-10.600954,-41.995684,0,Global
-11.073764,-37.755254,0,Global
-13.979679,-41.348963,0,Global
-14.110121,-42.855271,0,Global
-8.274719,-43.286452,0,Global
-8.586462,-36.468215,0,Global
-10.475865,-37.530595,0,Global
-12.600981,-43.4366,0,Global
-7.989332,-42.124273,0,Global
-13.624765,-42.983697,0,Global
-13.699714,-39.360023,0,Global
-8.415136,-36.665832,0,Global
-7.388236,-43.837267,0,Global
-9.762747,-42.577473,0,Global
-12.20727,-40.212354,0,Global
-13.787917,-41.401724,0,Global
-10.028335,-36.9727,0,Global
-13.089322,-43.901409,0,Global
-10.580047,-43.665335,0,Global
-6.531768,-37.668887,0,Global
-9.711567,-40.480679,0,Global
-6.55159,-42.105633,0,Global
-7.751837,-42.762456,0,Global
-8.553173,-38.220902,0,Global
-12.255338,-43.902067,0,Global
-10.800912,-38.636116,0,Global
-14.536335,-39.467726,0,Global
-11.559256,-41.920764,0,Global
-9.399957,-38.244936,0,Global
-13.893575,-43.058155,0,Global
-13.408588,-44.148794,0,Global
-14.791443,-40.213473,0,Global
-14.364931,-43.864159,0,Global
-10.815257,-38.520267,0,Global
-9.690658,-41.107908,0,Global
-6.63029,-42.772014,0,Global
-9.656528,-42.40884,0,Global
-10.966953,-38.927275,0,Global
