Lat,Long,PresAbs,Type
-13.468313,31.221561,0,Global
-9.213446,27.909878,0,Global
-10.342705,30.284509,0,Global
-10.631265,31.581473,0,Global
-11.465269,29.046729,0,Global
-14.210886,28.69197,0,Global
-8.381415,25.092418,0,Global
-12.79629,27.997359,0,Global
-11.174045,27.14032,0,Global
-12.50873,31.885884,0,Global
-13.393988,31.898736,0,Global
-13.223938,31.023674,0,Global
-14.117152,27.774623,0,Global
-11.594067,27.13249,0,Global
-9.253668,28.886925,0,Global
-8.4636,23.967591,0,Global
-9.428981,25.034539,0,Global
-6.993533,27.679838,0,Global
-6.52626,28.019405,0,Global
-10.994562,26.420952,0,Global
-7.468573,31.167376,0,Global
-14.184848,30.407042,0,Global
-14.323064,30.087877,0,Global
-11.660166,27.592207,0,Global
-14.332419,31.730259,0,Global
-11.514531,24.73425,0,Global
-9.013791,30.659525,0,Global
-11.558741,28.965007,0,Global
-11.791545,32.022512,0,Global
-10.595564,30.88858,0,Global
-7.189929,28.972411,0,Global
-13.728157,24.293469,0,Global
-8.552959,24.904283,0,Global
-14.098064,31.316243,0,Global
-14.425977,26.752606,0,Global
-8.288821,24.941671,0,Global
-8.177385,28.456251,0,Global
-8.340911,30.132469,0,Global
-9.155368,26.849431,0,Global
-10.287613,24.901199,0,Global
-8.591191,27.861666,0,Global
-7.873773,23.940192,0,Global
-13.298035,26.942515,0,Global
-8.754631,27.656197,0,Global
-11.343602,30.700782,0,Global
-10.623893,31.798972,0,Global
-12.114406,27.865283,0,Global
-12.931649,27.426901,0,Global
-13.73016,24.823916,0,Global
-12.310293,28.370895,0,Global
-9.129362,27.209787,0,Global
-7.93031,28.782176,0,Global
-11.311572,28.630293,0,Global
-12.93233,30.45323,0,Global
-7.948869,31.143309,0,Global
-11.427828,25.943825,0,Global
-9.415154,28.027515,0,Global
-10.924902,28.520816,0,Global
-11.210737,30.58451,0,Global
-6.946962,27.998545,0,Global
-11.485521,31.946231,0,Global
-14.6076,24.067122,0,Global
-10.671826,27.414831,0,Global
-9.621322,25.201411,0,Global
-8.692815,25.332989,0,Global
-8.41101,32.251241,0,Global
-10.16584,30.780284,0,Global
-7.997426,31.222687,0,Global
-8.96056,30.086154,0,Global
-11.287664,25.333566,0,Global
-12.325654,28.468849,0,Global
-8.689139,26.078261,0,Global
-12.304313,28.213553,0,Global
-12.264581,26.355274,0,Global
-10.097565,30.125098,0,Global
-9.698449,24.967151,0,Global
-7.020533,31.133195,0,Global
-11.162584,30.38131,0,Global
-12.408532,28.09849,0,Global
-12.504824,28.47272,0,Global
-6.525711,27.359147,0,Global
-11.775315,28.361767,0,Global
-13.472232,26.581928,0,Global
-12.56515,25.294214,0,Global
-9.206974,25.159315,0,Global
-12.371355,27.964927,0,Global
-12.117865,30.868577,0,Global
-10.173908,25.327452,0,Global
-13.246749,25.545698,0,Global
-13.162036,24.039775,0,Global
-8.985325,26.689085,0,Global
-6.80407,31.27579,0,Global
-12.356734,28.887815,0,Global
-8.374566,31.74425,0,Global
-12.403599,25.287953,0,Global
-6.972871,25.068607,0,Global
-11.438714,30.526798,0,Global
-13.092065,30.492964,0,Global
-10.566228,24.754269,0,Global
-13.162827,25.124214,0,Global
-13.810419,26.173523,0,Global
-14.566921,25.202794,0,Global
-6.487387,25.674087,0,Global
-14.642745,28.914116,0,Global
-6.935511,24.256549,0,Global
-6.547488,24.480371,0,Global
-7.729144,28.991354,0,Global
-10.32626,24.204526,0,Global
-8.645747,24.002646,0,Global
-10.315161,31.799068,0,Global
-9.762142,32.000696,0,Global
-9.922023,27.185148,0,Global
-14.708251,24.0968,0,Global
-14.642474,29.265668,0,Global
-11.866612,25.754563,0,Global
-6.613267,25.716923,0,Global
-11.820963,27.324987,0,Global
-7.542136,28.116839,0,Global
-11.011798,24.01585,0,Global
-11.605122,32.164826,0,Global
-12.087079,28.150521,0,Global
-13.730596,24.097564,0,Global
-8.218762,26.243335,0,Global
-14.206308,32.277032,0,Global
-12.996085,27.574671,0,Global
-9.484532,24.30363,0,Global
-9.548795,32.078541,0,Global
-14.815792,32.045352,0,Global
-10.414187,30.017054,0,Global
-10.5814,29.504954,0,Global
-12.773988,31.584138,0,Global
-9.027999,25.646761,0,Global
-13.452179,30.31605,0,Global
-7.754393,25.811952,0,Global
-10.444111,27.219055,0,Global
-7.833237,31.171638,0,Global
-7.067501,30.968053,0,Global
-6.506204,28.896458,0,Global
-8.370208,31.919497,0,Global
-9.356811,27.772803,0,Global
-7.493015,27.160265,0,Global
-10.786873,26.810879,0,Global
-10.340293,29.225598,0,Global
-10.547915,28.230111,0,Global
-10.141905,24.620092,0,Global
-11.126522,30.750884,0,Global
-9.944484,31.708533,0,Global
-9.177596,30.924904,0,Global
-7.434046,28.188806,0,Global
-11.753977,26.475447,0,Global
-7.548209,27.885527,0,Global
-7.103064,27.633704,0,Global
-11.734307,30.5562,0,Global
-9.754181,25.607995,0,Global
-9.195436,30.374261,0,Global
-10.306154,27.350788,0,Global
-9.16135,25.691498,0,Global
-10.931387,31.74328,0,Global
-11.286235,31.393939,0,Global
-10.291896,24.027394,0,Global
-8.632363,25.629185,0,Global
-7.35058,25.80797,0,Global
-8.14795,25.697867,0,Global
-9.746157,25.098874,0,Global
-14.033324,23.905932,0,Global
-8.835036,30.595963,0,Global
-13.024773,26.171916,0,Global
-10.468798,31.891986,0,Global
-8.819101,27.880937,0,Global
-12.746833,28.78172,0,Global
-11.152415,24.565209,0,Global
-14.384071,24.261293,0,Global
-13.732311,28.477765,0,Global
-7.4661,24.978847,0,Global
-10.09923,31.627007,0,Global
-10.100878,26.94795,0,Global
-6.542688,31.015599,0,Global
-6.743237,23.954597,0,Global
-11.683823,30.006743,0,Global
-9.772308,28.375179,0,Global
-6.581119,31.978232,0,Global
-8.16972,27.010438,0,Global
-13.980958,27.194818,0,Global
-8.799537,26.222271,0,Global
-11.059905,30.602004,0,Global
-8.747293,32.065255,0,Global
-7.532355,25.447034,0,Global
-7.479592,28.76835,0,Global
-13.305356,27.366826,0,Global
-11.116936,31.400146,0,Global
-13.944378,29.35564,0,Global
-11.811144,31.486822,0,Global
-14.363536,26.941862,0,Global
-6.731403,31.159996,0,Global
-9.870261,29.616532,0,Global
-14.503981,30.145715,0,Global
-14.258759,26.546081,0,Global
-9.49262,30.96954,0,Global
-11.145423,29.026294,0,Global
-11.667624,29.841156,0,Global
-9.482672,29.789081,0,Global
-12.936303,31.700081,0,Global
-8.104954,23.995773,0,Global
-12.250789,27.612644,0,Global
-7.060539,25.49112,0,Global
-10.879986,24.155665,0,Global
-9.315046,29.599921,0,Global
-6.756134,24.826392,0,Global
-9.851162,26.175603,0,Global
-10.990357,29.372876,0,Global
-11.601195,29.403692,0,Global
-8.37657,27.648844,0,Global
-12.841088,28.682096,0,Global
-12.368101,29.865427,0,Global
-14.131359,29.229544,0,Global
-10.370854,30.888468,0,Global
-13.541468,29.903826,0,Global
-7.390929,30.821452,0,Global
-13.949322,31.396905,0,Global
-6.859246,31.539081,0,Global
-14.096678,30.870826,0,Global
-14.099516,30.022752,0,Global
-13.162461,27.518672,0,Global
-7.681046,24.671395,0,Global
-13.573494,26.920942,0,Global
-7.275906,26.87276,0,Global
-11.662831,31.477518,0,Global
-10.487746,23.958819,0,Global
-10.627746,26.988062,0,Global
-6.894065,28.432925,0,Global
-13.490171,32.0718,0,Global
-10.589536,27.219059,0,Global
-14.719906,29.969339,0,Global
-11.013794,26.765323,0,Global
-14.621426,31.36955,0,Global
-12.362177,26.461073,0,Global
-12.020319,27.47105,0,Global
-13.592418,24.31793,0,Global
-10.12688,30.480437,0,Global
-14.787035,30.371105,0,Global
-11.591161,31.57661,0,Global
-6.792647,31.618627,0,Global
-14.582193,32.24206,0,Global
-14.865813,27.137097,0,Global
-14.334154,28.591516,0,Global
-10.744988,26.561267,0,Global
-9.031019,26.231176,0,Global
-10.779591,30.054203,0,Global
-12.750113,27.706039,0,Global
-10.677774,29.40805,0,Global
-10.878738,31.865281,0,Global
-12.672805,25.717796,0,Global
-6.82442,24.02479,0,Global
-11.413468,28.882562,0,Global
-14.159606,26.699556,0,Global
-8.649291,24.457228,0,Global
-10.666236,30.785364,0,Global
-12.840641,24.87088,0,Global
-12.85459,29.098005,0,Global
-11.970927,24.177107,0,Global
-13.226689,24.281707,0,Global
-11.516981,28.167198,0,Global
-14.212282,23.822476,0,Global
-9.25057,31.727472,0,Global
-13.600198,30.123429,0,Global
-13.70575,30.835976,0,Global
-7.362796,27.594737,0,Global
-10.598943,24.220656,0,Global
-6.68244,25.333636,0,Global
-7.37986,27.466707,0,Global
-8.420306,30.366967,0,Global
-6.78968,24.374016,0,Global
-13.976549,30.951337,0,Global
-13.20299,26.707189,0,Global
-14.772883,30.501462,0,Global
-14.063211,27.028554,0,Global
-12.395019,27.15607,0,Global
-7.425695,26.8272,0,Global
-8.689438,30.824367,0,Global
-13.494105,25.154273,0,Global
-14.098274,29.109141,0,Global
-14.869019,28.645883,0,Global
-10.412828,27.653585,0,Global
-10.973894,24.78895,0,Global
-7.201744,31.20476,0,Global
-8.383148,25.390326,0,Global
-10.683241,27.755408,0,Global
-10.511191,26.294771,0,Global
-7.808439,26.375097,0,Global
-10.103929,29.857963,0,Global
-6.89547,31.128338,0,Global
-10.184697,27.783631,0,Global
-8.981646,24.645967,0,Global
-13.995244,27.683501,0,Global
-14.103291,28.223091,0,Global
-12.745648,24.232774,0,Global
-13.701077,29.410634,0,Global
-7.044715,27.914945,0,Global
-8.810527,28.499202,0,Global
-12.591567,28.163062,0,Global
-11.965028,30.118191,0,Global
-10.09778,28.237925,0,Global
-14.4466,28.566472,0,Global
-11.145158,26.568954,0,Global
-14.749088,25.280911,0,Global
-12.548579,29.920199,0,Global
-12.058533,31.101818,0,Global
-14.417099,27.289806,0,Global
-11.363731,26.979834,0,Global
-6.553626,27.181789,0,Global
-10.206119,24.401688,0,Global
-7.117809,28.649326,0,Global
-10.052837,32.020036,0,Global
-10.360049,32.235904,0,Global
-8.67867,28.251745,0,Global
-13.045156,25.515738,0,Global
-13.974466,26.8113,0,Global
-11.194116,31.129229,0,Global
-11.96521,24.423824,0,Global
-13.050185,31.670126,0,Global
-7.833785,29.576781,0,Global
-7.158775,26.729029,0,Global
-11.252177,30.776437,0,Global
-9.49828,30.504702,0,Global
-9.849423,23.875723,0,Global
-14.752284,28.270038,0,Global
-9.758197,27.268822,0,Global
-8.933382,26.881277,0,Global
-11.416606,24.530918,0,Global
-10.413796,24.3842,0,Global
-12.875746,30.632753,0,Global
-8.979709,31.559435,0,Global
-11.575836,32.00014,0,Global
-11.229812,31.52863,0,Global
-11.234883,30.10996,0,Global
-13.982395,28.05826,0,Global
-14.179526,31.647172,0,Global
-11.687107,26.727366,0,Global
-12.956057,32.005316,0,Global
-12.464095,26.330359,0,Global
-9.183539,25.910193,0,Global
-13.915895,30.859159,0,Global
-9.393447,26.447853,0,Global
-12.554251,25.66564,0,Global
-11.492048,30.780234,0,Global
-7.800952,28.401589,0,Global
-13.182561,30.516627,0,Global
-9.564665,23.940895,0,Global
-14.53275,28.406374,0,Global
-14.216439,29.908634,0,Global
-12.95264,24.667746,0,Global
-8.646059,26.703444,0,Global
-13.02473,27.311763,0,Global
-9.457693,24.720252,0,Global
-6.665034,30.555426,0,Global
-8.680452,32.282939,0,Global
-10.477514,27.882381,0,Global
-8.4886,26.744138,0,Global
-7.664267,26.418358,0,Global
-7.374344,24.711933,0,Global
-9.846806,31.771057,0,Global
-8.411763,31.457518,0,Global
-7.481262,26.25252,0,Global
-12.642375,28.47832,0,Global
-14.000374,26.485606,0,Global
-13.997889,28.163417,0,Global
-12.001098,26.140275,0,Global
-8.065154,25.167106,0,Global
-11.002955,23.839575,0,Global
-10.477307,24.863313,0,Global
-11.385265,26.655876,0,Global
-6.486261,30.920224,0,Global
-11.209505,27.370364,0,Global
-8.275597,27.731088,0,Global
-7.766628,24.704055,0,Global
-11.085682,24.153544,0,Global
-9.812906,26.330991,0,Global
-14.355604,31.070793,0,Global
-7.753631,28.532737,0,Global
-12.126169,28.594111,0,Global
-9.58312,25.364468,0,Global
-9.583083,28.897841,0,Global
-7.124644,28.336001,0,Global
-9.045078,29.362152,0,Global
-13.41678,27.716623,0,Global
-13.051924,23.889307,0,Global
-10.973041,25.950366,0,Global
-13.73496,26.920315,0,Global
-14.709967,27.672324,0,Global
-11.299699,30.553024,0,Global
-6.993802,26.184176,0,Global
-7.024948,26.718285,0,Global
-10.227237,25.013832,0,Global
-12.044918,25.861735,0,Global
-10.047235,29.406025,0,Global
-9.782988,23.813511,0,Global
-14.094944,24.0812,0,Global
-10.067644,27.681327,0,Global
-9.910376,32.101051,0,Global
-11.505268,32.173163,0,Global
-14.546434,32.344779,0,Global
-11.704264,24.561732,0,Global
-10.376568,26.534614,0,Global
-11.439258,24.27727,0,Global
-12.198542,23.93859,0,Global
-7.398706,32.332934,0,Global
-11.92048,24.521533,0,Global
-7.931291,24.220976,0,Global
-13.08642,30.851479,0,Global
-13.889119,26.32734,0,Global
-10.589301,30.734079,0,Global
-9.421514,30.415196,0,Global
-10.157035,31.299622,0,Global
-7.541881,29.81577,0,Global
-6.801639,28.797413,0,Global
-9.980358,24.005807,0,Global
-11.992789,29.979974,0,Global
-10.793589,31.116203,0,Global
-7.697342,28.821122,0,Global
-14.308799,25.668174,0,Global
-9.451633,27.25179,0,Global
-7.166571,29.851891,0,Global
-6.90166,27.521107,0,Global
-9.065945,32.242338,0,Global
-8.86411,30.36819,0,Global
-12.889344,32.175167,0,Global
-8.036828,24.199576,0,Global
-11.140091,25.395187,0,Global
-11.098205,28.658818,0,Global
-7.073613,26.306799,0,Global
-10.972138,29.048178,0,Global
-11.026055,26.550673,0,Global
-8.984077,31.212809,0,Global
-6.708217,23.865764,0,Global
-12.033487,29.835356,0,Global
-13.258701,28.317969,0,Global
-11.154266,32.085588,0,Global
-6.768932,26.781139,0,Global
-14.585584,29.134039,0,Global
-12.894954,24.071377,0,Global
-7.999673,25.258248,0,Global
-14.814547,25.21525,0,Global
-10.693476,26.47386,0,Global
-8.763812,25.442297,0,Global
-14.710675,24.924021,0,Global
-13.989701,31.191983,0,Global
-12.725056,25.02758,0,Global
-9.240816,31.094338,0,Global
-10.190465,28.382083,0,Global
-13.815683,31.987375,0,Global
-13.406143,25.440716,0,Global
-7.157469,26.880619,0,Global
-11.203847,25.709386,0,Global
-6.671993,26.807274,0,Global
-6.889802,26.359588,0,Global
-9.157734,28.173232,0,Global
-7.463534,29.112625,0,Global
-6.883792,25.726053,0,Global
-14.622697,28.649584,0,Global
-13.747289,30.084847,0,Global
-9.406051,31.73731,0,Global
-13.117736,25.227227,0,Global
-10.259713,29.322443,0,Global
-13.811285,29.006789,0,Global
-13.386619,31.689011,0,Global
-8.168064,26.096175,0,Global
-13.298763,30.92095,0,Global
-12.448199,26.691429,0,Global
-10.897789,32.130208,0,Global
-11.161431,27.820104,0,Global
-10.697918,31.396541,0,Global
-10.725994,24.892463,0,Global
-7.816948,31.572305,0,Global
-6.945425,27.049353,0,Global
-14.150547,26.45803,0,Global
-13.967243,25.194683,0,Global
-11.760787,29.235664,0,Global
-10.054303,25.211369,0,Global
-12.404913,29.758147,0,Global
-11.874179,29.38436,0,Global
-10.538148,26.434353,0,Global
-10.443099,28.525132,0,Global
-7.160383,26.149196,0,Global
-14.201897,29.712201,0,Global
-8.335845,26.077614,0,Global
-9.320617,27.662574,0,Global
-13.519947,24.407089,0,Global
-9.882667,23.999532,0,Global
-12.105727,28.852234,0,Global
-13.439436,26.726001,0,Global
-13.648728,25.993729,0,Global
-9.594039,30.055734,0,Global
-11.622391,26.266364,0,Global
-12.865176,25.376501,0,Global
-9.453776,32.191337,0,Global
-9.355337,25.643895,0,Global
-10.85955,28.771593,0,Global
-12.840742,29.397907,0,Global
-13.582791,27.289935,0,Global
-14.575389,28.727353,0,Global
-7.763666,26.047815,0,Global
-7.015034,31.458638,0,Global
-9.319824,24.184306,0,Global
-13.335835,30.243261,0,Global
-9.295296,30.220377,0,Global
-8.493287,24.426082,0,Global
-9.676335,29.168993,0,Global
-11.704031,31.075081,0,Global
-12.506764,26.07089,0,Global
-10.443558,26.949125,0,Global
-13.923708,27.33153,0,Global
-12.697677,26.693789,0,Global
-9.608125,24.471054,0,Global
-8.67554,28.010441,0,Global
-10.909596,30.415993,0,Global
-9.927217,25.466891,0,Global
-7.279109,27.812002,0,Global
-8.279199,25.696952,0,Global
-10.317548,25.706739,0,Global
-14.168083,31.051851,0,Global
-8.577663,31.851525,0,Global
-10.366906,31.245604,0,Global
-9.930202,26.267352,0,Global
-10.158415,30.314238,0,Global
-12.559144,28.552568,0,Global
-13.093862,31.972684,0,Global
-7.817259,27.482903,0,Global
-6.696542,26.091889,0,Global
-11.374119,25.052122,0,Global
-13.44871,29.604735,0,Global
-9.688655,32.309878,0,Global
-6.645181,29.034714,0,Global
-14.298019,27.301152,0,Global
-11.609783,27.477352,0,Global
-10.398196,28.021146,0,Global
-9.479749,27.759997,0,Global
-6.407734,27.535277,0,Global
-13.303162,26.523981,0,Global
-6.871486,24.847049,0,Global
-7.310353,26.380558,0,Global
-12.324068,30.358419,0,Global
-7.281733,29.31349,0,Global
-13.734109,31.466466,0,Global
-11.248385,24.774472,0,Global
-8.266622,31.817844,0,Global
-11.537785,32.265835,0,Global
-14.574691,31.898249,0,Global
-12.612078,32.021798,0,Global
-6.350278,28.122549,0,Global
-8.629615,27.421165,0,Global
-7.442716,26.618859,0,Global
-8.086189,31.556322,0,Global
-7.48113,25.701546,0,Global
-14.737533,31.256501,0,Global
-11.819135,25.913465,0,Global
-12.327952,26.835831,0,Global
-9.080246,26.677312,0,Global
-14.015309,32.177029,0,Global
-8.728978,27.152138,0,Global
-12.36051,31.016813,0,Global
-13.113325,29.847567,0,Global
-14.519119,30.988255,0,Global
-9.019787,31.876715,0,Global
-11.95115,31.241498,0,Global
-14.611087,25.536505,0,Global
-9.966221,26.172725,0,Global
-11.376679,28.99403,0,Global
-10.067862,24.944855,0,Global
-12.568827,27.406406,0,Global
-6.824096,25.057056,0,Global
-10.173988,31.415785,0,Global
-12.645045,24.614918,0,Global
-13.549429,28.217525,0,Global
-9.7743,30.684886,0,Global
-9.639499,24.598087,0,Global
-10.445761,25.632014,0,Global
-7.7828,24.979656,0,Global
-8.099784,26.494552,0,Global
-14.05387,31.976494,0,Global
-7.669696,26.728319,0,Global
-14.305044,29.185023,0,Global
-7.032019,29.004216,0,Global
-11.869605,29.75041,0,Global
-14.286848,30.546332,0,Global
-12.257621,25.515341,0,Global
-7.303452,28.170292,0,Global
-14.256738,26.718375,0,Global
-10.439235,26.151717,0,Global
-13.162259,26.878792,0,Global
-11.169259,30.259551,0,Global
-14.243611,26.324001,0,Global
-10.15285,28.937596,0,Global
-8.570138,24.343841,0,Global
-11.206171,25.192643,0,Global
-6.988881,29.137628,0,Global
-10.455555,31.28234,0,Global
-10.965191,28.29559,0,Global
-11.365746,29.128733,0,Global
-6.447971,24.650221,0,Global
-13.489347,31.694109,0,Global
-10.820218,25.115774,0,Global
-8.260875,29.937501,0,Global
-9.401458,24.516262,0,Global
-7.955685,29.166878,0,Global
-11.562892,24.199809,0,Global
-11.39056,31.052441,0,Global
-12.021875,26.698872,0,Global
-12.115877,30.693012,0,Global
-10.538742,26.688721,0,Global
-10.89427,28.901941,0,Global
-6.67281,29.173742,0,Global
-9.571251,26.882076,0,Global
-9.48757,26.949035,0,Global
-13.020259,30.742559,0,Global
-10.191117,28.627701,0,Global
-11.995056,27.007244,0,Global
-14.577646,25.904145,0,Global
-7.426369,25.932055,0,Global
-10.547004,30.439265,0,Global
-13.088855,28.154311,0,Global
-8.722485,30.445568,0,Global
-9.296158,25.529595,0,Global
-8.949691,25.578703,0,Global
-8.5143,28.44302,0,Global
-12.055411,23.829057,0,Global
-11.730966,25.843586,0,Global
-12.878407,26.936118,0,Global
-13.510302,28.7155,0,Global
-7.411597,27.363355,0,Global
-7.410185,24.074294,0,Global
-9.836529,30.348598,0,Global
-12.638337,30.807303,0,Global
-12.558347,24.521868,0,Global
-13.641843,31.963086,0,Global
-10.722881,29.032323,0,Global
-9.090887,30.951829,0,Global
-6.498129,25.93084,0,Global
-10.996245,28.423467,0,Global
-14.086565,31.480335,0,Global
-12.391746,31.790726,0,Global
-7.282487,26.674878,0,Global
-9.838598,31.515682,0,Global
-14.807195,26.30467,0,Global
-7.722078,29.547899,0,Global
-14.768486,27.005049,0,Global
-10.450846,27.50362,0,Global
-7.26978,27.411349,0,Global
-12.613625,32.189637,0,Global
-9.421259,29.492384,0,Global
-8.928003,30.625028,0,Global
-9.051354,29.452005,0,Global
-14.544145,27.079994,0,Global
-7.243853,25.858244,0,Global
-12.932635,28.132072,0,Global
-8.268763,29.111373,0,Global
-13.52411,24.770375,0,Global
-14.802026,28.772642,0,Global
-14.668841,29.717869,0,Global
-7.735717,24.193842,0,Global
-9.833003,24.25113,0,Global
-10.311822,28.946562,0,Global
-12.428884,32.016469,0,Global
-13.240278,30.619038,0,Global
-13.458498,32.220786,0,Global
-13.892174,28.108428,0,Global
-11.996643,24.671423,0,Global
-11.149634,25.944041,0,Global
-9.297868,29.474267,0,Global
-9.278147,25.750429,0,Global
-13.751612,31.767437,0,Global
-14.861515,26.609879,0,Global
-11.179579,31.887976,0,Global
-10.494359,26.540443,0,Global
-7.130359,27.063416,0,Global
-9.869327,27.976134,0,Global
-8.667077,28.55609,0,Global
-11.656129,25.225778,0,Global
-14.420209,29.162206,0,Global
-9.868585,25.896954,0,Global
-8.292565,25.473586,0,Global
-11.095739,26.173793,0,Global
-11.076696,27.877404,0,Global
-13.104915,26.283534,0,Global
-10.92683,24.896882,0,Global
-7.483854,23.842118,0,Global
-13.254128,32.086114,0,Global
-14.188843,25.946491,0,Global
-13.81368,28.391435,0,Global
-12.930436,31.494814,0,Global
-7.882806,26.26074,0,Global
-10.017437,24.748047,0,Global
-13.875004,32.24347,0,Global
-13.545041,24.637608,0,Global
-13.37131,26.874904,0,Global
-10.867769,26.748671,0,Global
-9.600386,27.116233,0,Global
-7.156773,25.048356,0,Global
-13.892564,25.713142,0,Global
-12.091018,24.769399,0,Global
-9.256607,28.032715,0,Global
-12.054844,30.130435,0,Global
-6.717675,27.821241,0,Global
-7.218351,25.762619,0,Global
-14.433559,24.991516,0,Global
-8.47237,27.517174,0,Global
-10.613202,24.929265,0,Global
-10.152677,24.206798,0,Global
-14.323693,28.430232,0,Global
-13.183343,29.146517,0,Global
-8.885585,27.404612,0,Global
-8.764831,32.320586,0,Global
-12.945025,29.20728,0,Global
-11.075237,32.343927,0,Global
-9.202841,29.696343,0,Global
-13.607166,31.292397,0,Global
-12.450378,24.894784,0,Global
-8.54817,26.979276,0,Global
-12.549958,30.07752,0,Global
-10.203715,31.218337,0,Global
-13.150989,27.707847,0,Global
-10.799769,29.322696,0,Global
-9.314307,26.071037,0,Global
-9.161172,32.087047,0,Global
-14.270487,29.00151,0,Global
-14.298523,30.637653,0,Global
-9.80128,28.99637,0,Global
-10.9993,31.681059,0,Global
-9.364004,24.654563,0,Global
-11.47034,30.025179,0,Global
-11.607513,24.53623,0,Global
-13.420311,30.606686,0,Global
-14.049819,24.832032,0,Global
-12.973362,31.296537,0,Global
-9.280014,29.894049,0,Global
-8.435358,29.382181,0,Global
-9.665394,28.227369,0,Global
-11.23969,29.46367,0,Global
-7.55585,27.778333,0,Global
-13.305994,24.976412,0,Global
-8.538035,25.677686,0,Global
-11.361574,27.330709,0,Global
-14.120195,28.379346,0,Global
-9.997252,27.761309,0,Global
-14.259288,27.021205,0,Global
-9.638912,27.543437,0,Global
-11.153868,27.033872,0,Global
-11.005405,25.439769,0,Global
-13.956273,29.085727,0,Global
-12.351365,29.276663,0,Global
-7.520933,27.334551,0,Global
-13.950887,25.508937,0,Global
-8.829488,25.581234,0,Global
-11.624442,28.878994,0,Global
-9.559574,30.328191,0,Global
-11.128128,27.580167,0,Global
-14.432276,23.897438,0,Global
-10.321278,30.038995,0,Global
-9.763128,29.938855,0,Global
-13.001016,24.539747,0,Global
-7.883254,25.721448,0,Global
-6.488934,31.277581,0,Global
-11.804688,28.997681,0,Global
-11.690037,28.177062,0,Global
-14.795905,28.482919,0,Global
-7.173566,27.737822,0,Global
-9.952817,24.854482,0,Global
-8.501005,25.772351,0,Global
-12.030894,29.185416,0,Global
-9.106608,30.719345,0,Global
-11.082631,24.765716,0,Global
-6.467627,23.964014,0,Global
-14.031637,29.178993,0,Global
-11.726248,27.366175,0,Global
-8.239157,25.233837,0,Global
-12.762259,30.210477,0,Global
-13.88932,31.76921,0,Global
-8.525588,26.238829,0,Global
-10.889708,27.786688,0,Global
-6.399032,31.418442,0,Global
-7.189386,31.897535,0,Global
-6.468308,27.908902,0,Global
-9.561818,30.818938,0,Global
-8.180858,24.592511,0,Global
-13.556523,32.344886,0,Global
-6.570884,25.61766,0,Global
-12.196295,26.526252,0,Global
-6.591718,31.117595,0,Global
-8.250989,31.458283,0,Global
-14.584437,28.222119,0,Global
-12.987446,25.017875,0,Global
-9.04578,23.873914,0,Global
-13.775489,28.58555,0,Global
-7.66046,25.371144,0,Global
-7.432902,27.856332,0,Global
-8.84202,23.982085,0,Global
-12.646146,25.922323,0,Global
-9.295563,27.284472,0,Global
-7.398303,29.531014,0,Global
-14.402995,31.787151,0,Global
-9.526436,25.987547,0,Global
-10.019808,24.321845,0,Global
-11.831879,29.977238,0,Global
-8.733436,30.681493,0,Global
-11.067145,27.443629,0,Global
-12.388723,27.024794,0,Global
-8.088374,29.954918,0,Global
-7.568002,29.33115,0,Global
-11.67714,25.086199,0,Global
-14.093419,26.020646,0,Global
-6.548526,25.431848,0,Global
-13.987422,32.341175,0,Global
-7.849795,26.891946,0,Global
-13.77575,25.684998,0,Global
-14.554628,30.343396,0,Global
-11.003813,27.344653,0,Global
-10.056481,25.853249,0,Global
-11.048715,26.308638,0,Global
-13.276116,28.668235,0,Global
-14.6225,27.44926,0,Global
-6.587254,27.900638,0,Global
-10.683149,29.777806,0,Global
-14.789508,26.724517,0,Global
-9.574641,24.802508,0,Global
-12.230217,29.562499,0,Global
-8.10876,26.013677,0,Global
-7.029796,27.463316,0,Global
-9.818856,25.53998,0,Global
-10.609916,31.991137,0,Global
-9.889151,25.743019,0,Global
-13.090125,24.347034,0,Global
-12.073447,31.557597,0,Global
-14.379589,28.17218,0,Global
-13.577466,26.148925,0,Global
-9.102745,25.796819,0,Global
-13.324806,24.164676,0,Global
-14.201943,31.354342,0,Global
-9.556176,26.675,0,Global
-9.381394,29.308531,0,Global
-10.377555,28.869096,0,Global
-14.785815,24.732971,0,Global
-6.727269,26.901833,0,Global
-10.74387,25.377997,0,Global
-11.404488,23.841397,0,Global
-7.209459,31.994594,0,Global
-10.387711,29.445916,0,Global
-7.834567,31.38661,0,Global
-9.745186,26.629999,0,Global
-7.075183,28.491116,0,Global
-14.207579,27.48454,0,Global
-11.99208,27.802423,0,Global
-13.638677,27.064251,0,Global
-10.115989,29.613279,0,Global
-12.490359,26.959209,0,Global
-12.972221,30.972091,0,Global
-10.709695,24.149137,0,Global
-8.429543,25.312585,0,Global
-13.919891,24.411229,0,Global
-12.998906,30.526128,0,Global
-13.346891,26.40987,0,Global
-14.347624,30.197554,0,Global
-8.49388,27.674027,0,Global
-9.534449,27.212645,0,Global
-10.43365,26.763955,0,Global
-8.425078,28.973269,0,Global
-6.538141,25.234448,0,Global
-11.907139,28.504192,0,Global
-7.701629,29.382067,0,Global
-11.792553,31.093045,0,Global
-14.714024,29.057612,0,Global
-12.419002,32.208426,0,Global
-12.727899,29.971014,0,Global
-9.259029,30.833558,0,Global
-12.942477,26.42969,0,Global
-9.397514,23.841419,0,Global
